,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,103000 - Graphic Art and Design                  ,155,,150,20,202,,218,98,258,,272,96,259,,284,74,238,
,,110200 - French                                  ,67,,78,17,47,,24,22,18,,17,19,52,,40,63,63,
,,110300 - German                                  ,20,,47,,27,,22,,17,,24,,26,,,,32,
,,110400 - Italian                                 ,24,,13,,26,,34,,25,,50,,29,,23,,18,
,,110500 - Spanish                                 ,358,,385,185,383,,354,214,305,,332,180,342,,357,185,439,
,,110700 - Chinese                                 ,27,,12,,20,,32,,28,,36,,23,,28,,54,
,,110800 - Japanese                                ,58,,40,13,58,,52,31,47,,38,,55,,34,7,37,
,,110900 - Latin                                   ,,,,,,,,,11,,21,,9,,,,,
,,"120100 - Health Occupations, General             ",25,,28,,15,,24,37,21,,21,60,15,,19,69,16,
,,122500 - Radiologic Technology                   ,208,,195,139,255,,242,124,229,,231,140,239,,237,116,182,
,,123000 - Nursing                                 ,266,,255,9,272,,340,181,331,,368,241,371,,403,322,515,
,,123010 - Registered Nursing                      ,265,,206,155,283,,241,28,302,,297,,287,,283,,280,
,,125000 - Emergency Medical Services              ,99,,75,,112,,102,,125,,101,,106,,97,,144,
,,125100 - Paramedic                               ,,,,,,,,,10,,,,5,,,,,
,,127000 - Kinesiology                             ,148,,151,62,175,,221,87,234,,243,73,182,,171,96,211,
,,130500 - Child Development/Early Care and Educati,860,,885,350,891,,953,391,"1,005",,"1,069",409,"1,036",,"1,139",440,"1,139",
,,"130600 - Nutrition, Foods, and Culinary Arts     ",115,,167,,146,,129,,164,,114,,151,,140,,146,
,,130700 - Hospitality                             ,84,,37,,34,,53,16,40,,75,27,31,,78,28,27,
,,130710 - Restaurant and Food Services and Managem,,,,,20,,,,30,,,,38,,,,24,
,,130720 - Lodging Management                      ,,,20,,,,,,8,,,19,,,,12,,
,,150100 - English                                 ,"3,241",,"2,438",520,"3,287",,"2,660",538,"3,487",,"2,706",675,"3,365",,"2,712",763,"3,423",
,,150600 - Speech Communication                    ,"1,974",,"1,735",715,"1,949",,"1,816",724,"1,944",,"1,789",727,"1,917",,"1,887",706,"1,980",
,,150900 - Philosophy                              ,611,,585,345,647,,741,411,669,,738,435,651,,693,487,816,
,,159900 - Other Humanities                        ,184,,148,79,164,,184,78,126,,157,79,124,,186,79,156,
,,"170100 - Mathematics, General                    ","3,907",,"3,077","1,062","3,676",,"3,111","1,083","4,049",,"3,182","1,211","3,796",,"2,967","1,398","3,513",
,,170200 - Mathematics Skills                      ,5,,,,,,,,,,,,,,,,,
,,"190100 - Physical Sciences, General              ",37,,48,,40,,38,,52,,55,,55,,57,,61,
,,"190200 - Physics, General                        ",666,,713,134,643,,727,158,739,,628,163,660,,812,226,728,
,,"190500 - Chemistry, General                      ",803,,789,266,707,,710,232,796,,757,196,830,,797,220,858,
,,191100 - Astronomy                               ,404,,437,116,378,,398,170,404,,333,185,269,,278,202,275,
,,191400 - Geology                                 ,357,,289,41,283,,301,113,332,,430,129,353,,446,175,434,
,,191900 - Oceangraphy                             ,,,,,,,,,,,,,25,,16,,16,
,,"200100 - Psychology, General                     ","1,751",,"1,560",670,"1,715",,"1,698",781,"2,001",,"1,750",808,"1,894",,"1,904",888,"1,915",
,,210500 - Administration of Justice               ,576,,468,107,510,,434,159,590,,477,172,614,,537,201,662,
,,"220100 - Social Sciences, General                ",,,,,,,,,19,,,,28,,13,,7,
,,220110 - Women's Studies                         ,,,,,,,,,22,,,,23,,16,,19,
,,220130 - Social Justice Studies                  ,,,,,,,,,22,,21,,24,,23,17,20,
,,220200 - Anthropology                            ,"1,093",,997,351,944,,838,423,"1,067",,952,361,933,,909,368,"1,018",
,,220220 - Archaeology                             ,,,,,,,15,,,,,,,,11,,,
,,220300 - Ethnic Studies                          ,146,,204,218,431,,683,337,"1,020",,"1,154",626,"1,168",,"1,407",876,"1,562",
,,220400 - Economics                               ,584,,533,257,601,,524,354,555,,557,385,557,,557,380,614,
,,220500 - History                                 ,"1,289",,"1,167",558,"1,273",,"1,217",739,"1,433",,"1,293",941,"1,464",,"1,394",995,"1,498",
,,220600 - Geography                               ,261,,250,71,230,,330,113,263,,311,136,267,,345,137,277,
,,220610 - Geographic Information Systems          ,,,14,,,,12,16,,,18,,11,,5,,11,
,,220700 - Political Science                       ,724,,695,415,721,,655,489,917,,683,554,862,,907,537,857,
,,220800 - Sociology                               ,886,,800,362,740,,756,391,813,,825,403,763,,792,437,972,
,,493010 - Career Guidance and Orientation         ,433,,155,55,379,,157,62,248,,137,59,269,,176,84,331,
,,493013 - Academic Guidance                       ,214,,61,27,139,,94,21,202,,126,28,225,,175,62,220,
,,"493032 - Learning Skills, Learning Disabled      ",33,,23,19,40,,21,,41,,42,,44,,40,,57,
,,493087 - English as a Second Language - Integrate,,,,,,,,,,,1,,,,,,,
,,493200 - General Work Experience                 ,,,,,44,,40,22,20,,8,11,,,11,8,23,
,Credit - Not Degree Applicable                     Total,,98,,65,16,92,,43,5,81,,64,29,74,,33,25,65,
,,122500 - Radiologic Technology                   ,,,,,,,,,,,,8,,,,12,,
,,493014 - Study Skills                            ,,,,16,,,,5,,,,21,,,,13,,
,,"493032 - Learning Skills, Learning Disabled      ",84,,45,,66,,19,,67,,54,,61,,29,,48,
,,493087 - English as a Second Language - Integrate,14,,20,,26,,24,,14,,10,,13,,4,,17,
