,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Lassen Total,,,"4,446",,"4,573","1,519","4,218",,"4,496","1,420","4,531",,"4,644","1,528","5,145",,"5,646","1,859","5,482",
,Credit - Degree Applicable                         Total,,"4,276",,"4,410","1,395","4,159",,"4,392","1,263","4,467",,"4,533","1,387","5,035",,"5,514","1,777","5,399",
,,"010100 - Agriculture Technology and Sciences, Gen",,,,,33,,,,,,,,33,,,,,
,,010200 - Animal Science                          ,38,,59,,26,,35,,61,,55,,37,,28,,53,
,,010240 - Equine Science                          ,34,,25,,22,,14,,8,,9,,23,,19,,16,
,,010300 - Plant Science                           ,,,16,,,,12,,,,20,,,,16,,,
,,"011200 - Agriculture Business, Sales and Service ",16,,23,,18,,14,,17,,30,,27,,17,,17,
,,011400 - Forestry                                ,,,,,,,,,,,,,19,,13,,18,
,,011600 - Agricultural Power Equipment Technology ,,,,,11,,11,,,,,,10,,9,,,
,,"040100 - Biology, General                        ",17,,27,,59,,24,,40,,6,,47,,30,77,82,
,,040300 - MicroBiology                            ,19,,6,,16,,,,33,,,,44,,,,46,
,,040800 - Natural History                         ,,,21,,,,,,,,,,,,10,,,
,,041000 - Anatomy and Physiology                  ,80,,33,,55,,25,,59,,71,,53,,114,,83,
,,"050100 - Business and Commerce, General          ",97,,45,,64,,20,,70,,3,,80,,6,,71,
,,050200 - Accounting                              ,68,,36,,24,,20,,28,,15,,39,,33,,35,
,,050630 - Management Development and Supervision  ,,,,,,,,,,,,,,,,,17,
,,050640 - Small Business and Entrepreneurship     ,,,9,,,,4,,,,12,,,,22,,,
,,061200 - Film Studies                            ,30,,22,,32,,25,,31,,34,,31,,35,,26,
,,070210 - Software Applications                   ,,,,,,,,,,,,,,,,,156,
,,070710 - Computer Programming                    ,,,,,,,,,,,12,,,,9,,,
,,070800 - Computer Infrastructure and Support     ,,,,,10,,23,,24,,17,,36,,12,,44,
,,070820 - Computer Support                        ,,,,,10,,11,,9,,9,,19,,5,,21,
,,"080100 - Education, General                      ",,,,,,,10,,8,,,,,,,,,
,,083500 - Physical Education                      ,35,,10,,15,,30,,58,,33,,18,,32,,9,
,,083550 - Intercollegiate Athletics               ,148,,104,,171,,126,,210,,138,,236,,175,,248,
,,083700 - Health Education                        ,208,,177,92,205,,172,84,179,,148,82,168,,145,79,154,
,,085000 - Sign Language                           ,24,,5,,50,,57,,69,,76,,95,,99,103,76,
,,094500 - Industrial Systems Technology and Mainte,,,6,,,,6,,,,13,,,,8,,,
,,094610 - Energy Systems Technology               ,,,6,,,,9,,,,10,,,,9,,,
,,094800 - Automotive Technology                   ,43,,34,,71,,79,2,66,,58,4,109,,108,6,92,
,,095630 - Machining and Machine Tools             ,51,,19,,8,,,,60,,34,,68,,71,,33,
,,095650 - Welding Technology                      ,73,,54,,75,,61,,100,,87,,92,,58,,62,
,,099900 - Other Engineering and Related Industrial,204,,269,73,164,,197,73,10,,7,75,20,,12,41,18,
,,"100100 - Fine Arts, General                      ",75,,93,121,69,,84,110,96,,121,132,118,,153,156,85,
,,100200 - Art                                     ,7,,8,,11,,5,,17,,10,,15,,7,,12,
,,100210 - Painting and Drawing                    ,24,,13,,27,,17,,33,,25,,32,,42,,19,
,,100230 - Ceramics                                ,19,,10,,14,,16,,22,,24,,22,,24,,22,
,,100400 - Music                                   ,20,,13,,28,,30,11,76,,49,,53,,39,,67,
,,100900 - Applied Design                          ,6,,,,7,,,6,,,,,,,,,,
,,101100 - Photography                             ,11,,5,,7,,15,,8,,12,,6,,4,,5,
,,103000 - Graphic Art and Design                  ,,,5,,,,11,,,,9,,,,5,,,
,,"120100 - Health Occupations, General             ",79,,24,6,51,,25,10,59,,27,26,65,,32,34,53,
,,120510 - Phlebotomy                              ,,,,11,,,,10,,,,9,,,,5,,
,,123010 - Registered Nursing                      ,,,,,,,,,,,68,,83,,144,,99,
,,123020 - Licensed Vocational Nursing             ,67,,73,,55,,80,,46,,65,,66,,78,,55,
,,123030 - Certified Nurse Assistant               ,24,,14,,,,,,6,,,,,,,,,
,,125000 - Emergency Medical Services              ,11,,16,3,11,,18,,18,,,,16,,19,,12,
,,127000 - Kinesiology                             ,21,,,,20,,,,23,,,,28,,,,20,
,,130500 - Child Development/Early Care and Educati,33,,45,,69,,47,,70,,67,,77,,71,,92,
,,150100 - English                                 ,254,,332,83,250,,288,82,347,,339,96,436,,411,92,435,
,,150600 - Speech Communication                    ,49,,44,25,57,,87,18,66,,85,27,50,,143,45,103,
,,150700 - Creative Writing                        ,,,4,,5,,,,8,,8,,,,,,,
,,151000 - Religious Studies                       ,63,,57,28,48,,49,31,40,,,,,,,,,
,,159900 - Other Humanities                        ,126,,46,105,60,,57,94,49,,63,98,62,,63,105,74,
,,"170100 - Mathematics, General                    ",215,,249,53,211,,158,79,284,,181,30,150,,250,116,206,
,,"190100 - Physical Sciences, General              ",32,,40,20,94,,43,30,69,,42,42,11,,21,19,38,
,,"190200 - Physics, General                        ",11,,6,,,,,,14,,13,,,,,,34,
,,"190500 - Chemistry, General                      ",29,,29,,42,,34,,30,,40,4,46,,36,,39,
,,191100 - Astronomy                               ,,,,,30,,65,,,,42,,28,,32,26,32,
,,191400 - Geology                                 ,2,,8,,9,,15,,14,,10,,13,,8,,18,
,,"200100 - Psychology, General                     ",448,,406,170,379,,451,168,386,,472,188,516,,563,208,540,
,,210400 - Human Services                          ,,,,,10,,,,11,,9,,18,,18,,5,
,,210440 - Alcohol and Controlled Substances       ,75,,,,,,,,,,,,,,,,,
,,210500 - Administration of Justice               ,69,,95,,169,,168,,185,,201,42,329,,259,36,212,
,,210510 - Corrections                             ,,,4,,,,10,,,,,,,,10,,,
,,213300 - Fire Technology                         ,188,,343,28,186,,383,46,177,,288,45,162,,311,39,224,
,,213310 - Wildland Fire Technology                ,109,,216,152,259,,182,37,64,,93,30,88,,147,8,107,
,,213350 - Fire Academy                            ,33,,15,,12,,27,,14,,20,,13,,39,11,,
,,220200 - Anthropology                            ,60,,92,61,81,,55,52,117,,131,104,123,,164,86,103,
,,220300 - Ethnic Studies                          ,74,,49,28,72,,121,68,177,,195,100,196,,239,157,313,
,,220400 - Economics                               ,87,,94,,36,,30,,35,,37,,50,,52,,62,
,,220500 - History                                 ,282,,312,110,290,,340,119,330,,375,111,392,,453,122,428,
,,220610 - Geographic Information Systems          ,2,,,,8,,9,,17,,15,,14,,3,,,
,,220700 - Political Science                       ,78,,60,,55,,63,,72,,84,,77,,101,,96,
