,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Laney Total,,,"18,582",,"17,720","4,342","21,146",,"20,628","4,244","22,308",,"21,889","4,529","21,931",,"22,965","4,309","21,801",
,Credit - Degree Applicable                         Total,,"17,590",,"16,908","4,225","20,187",,"19,715","4,005","21,205",,"20,960","4,410","21,055",,"22,211","4,265","21,065",
,,020100 - Architecture and Architectural Technolog,190,,186,,167,,162,,209,,110,24,203,,309,,326,
,,029900 - Other Architecture and Environmental Des,30,,14,,,,,,,,30,,,,52,,34,
,,"040100 - Biology, General                        ",334,,392,,384,,418,,361,,347,,366,,442,,387,
,,040300 - MicroBiology                            ,208,,168,,190,,214,,224,,198,,176,,272,,186,
,,041000 - Anatomy and Physiology                  ,304,,270,,352,,320,,324,,358,,342,,354,,406,
,,043000 - Biotechnology and Biomedical Technology ,366,,93,6,108,,58,5,105,,97,,,,,,,
,,"050100 - Business and Commerce, General          ",184,,204,93,311,,271,156,233,,217,95,283,,131,124,180,
,,050200 - Accounting                              ,426,,229,151,406,,277,205,426,,230,137,307,,321,163,342,
,,050210 - Tax Studies                             ,,,35,,,,20,,32,,,,36,,,,34,
,,050400 - Banking and Finance                     ,75,,66,,95,,141,,135,,,,115,,24,,70,
,,050500 - Business Administration                 ,1,,,,,,,,,,15,2,2,,2,2,,
,,050600 - Business Management                     ,,,22,,,,,53,,,36,18,,,13,21,,
,,050630 - Management Development and Supervision  ,30,,16,18,117,,,42,53,,85,18,46,,74,1,54,
,,050640 - Small Business and Entrepreneurship     ,,,28,,,,49,,,,33,,,,,,26,
,,050900 - Marketing and Distribution              ,27,,22,,30,,,,,,,,29,,,,,
,,050910 - Advertising                             ,,,19,,,,32,,,,,,,,17,,,
,,050940 - Sales and Salesmanship                  ,,,,23,,,,38,,,,,,,30,43,,
,,050970 - E-Commerce (Business emphasis)          ,23,,,,43,,,,37,,,29,,,27,34,,
