,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,095650 - Welding Technology                      ,89,,80,17,129,,136,18,140,,132,14,167,,200,32,219,
,,095670 - Industrial and Occupational Safety and H,,,,,,,,,,,6,,,,8,,,
,,"100100 - Fine Arts, General                      ",301,,274,155,256,,260,174,215,,206,192,215,,251,208,245,
,,100200 - Art                                     ,,,,,15,,,,,,,,14,,,,,
,,100210 - Painting and Drawing                    ,72,,66,,70,,54,,66,,60,30,88,,89,52,94,
,,100220 - Sculpture                               ,,,,,,,9,,13,,,,,,11,,14,
,,100230 - Ceramics                                ,38,,34,,38,,44,,37,,55,11,48,,69,14,51,
,,100400 - Music                                   ,234,,205,68,232,,159,46,148,,131,83,140,,163,68,189,
,,100900 - Applied Design                          ,,,6,,,,33,,,,12,,,,30,,,
,,110200 - French                                  ,39,,49,,53,,73,26,54,,71,16,48,,42,21,44,
,,110500 - Spanish                                 ,129,,83,59,135,,137,91,151,,144,125,133,,163,108,150,
,,110900 - Latin                                   ,43,,16,18,2,,,,,,,,,,,,,
,,"120100 - Health Occupations, General             ",18,,38,,11,,22,,22,,38,,22,,17,15,23,
,,120800 - Medical Assisting                       ,312,,396,119,538,,439,225,576,,457,123,491,,377,152,487,
,,120810 - Clinical Medical Assisting              ,141,,71,4,207,,200,42,263,,206,60,294,,215,10,230,
,,120820 - Administrative Medical Assisting        ,6,,85,6,125,,172,30,113,,150,28,82,,101,41,138,
,,122310 - Health Information Coding               ,12,,,,13,,9,,31,,,,33,,,,60,
,,123000 - Nursing                                 ,125,,45,69,197,,111,94,185,,134,70,192,,241,108,390,
,,123020 - Licensed Vocational Nursing             ,156,,28,18,162,,38,33,171,,26,16,180,,50,24,185,
,,123030 - Certified Nurse Assistant               ,6,,,,,,,6,,,,,,,,,,
,,125000 - Emergency Medical Services              ,102,,59,,109,,101,,146,,85,,130,,124,,137,
,,125100 - Paramedic                               ,,,12,10,,,7,,,,,,,,11,,,
,,"126000 - Health Professions, Transfer Core Curric",30,,10,,12,,,,,,,,,,,,,
,,127000 - Kinesiology                             ,198,,172,95,190,,126,30,110,,105,34,121,,121,44,134,
,,130500 - Child Development/Early Care and Educati,529,,513,309,687,,627,407,720,,823,386,933,,"1,145",347,"1,149",
,,130520 - Children with Special Needs             ,9,,14,,9,,16,,,,24,,31,,,,51,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",77,,107,33,87,,68,36,52,,87,20,73,,90,34,102,
,,140200 - Paralegal                               ,227,,241,105,203,,135,56,188,,137,56,170,,164,51,164,
,,150100 - English                                 ,592,,457,142,755,,509,146,913,,413,141,859,,498,164,904,
,,150200 - Language Arts                           ,,,17,,9,,,,,,17,,,,,,,
,,150300 - Comparative Literature                  ,244,,373,80,146,,438,50,200,,577,27,202,,512,38,334,
,,150400 - Classics                                ,13,,36,,13,,17,,5,,28,,14,,30,,3,
,,150600 - Speech Communication                    ,295,,178,93,185,,300,132,303,,218,125,299,,329,164,364,
,,150700 - Creative Writing                        ,,,,,9,,13,,9,,19,,34,,33,,,
,,150900 - Philosophy                              ,125,,96,23,132,,74,60,149,,107,26,130,,54,25,75,
,,151000 - Religious Studies                       ,16,,21,,,,25,,,,29,,,,26,,,
,,"170100 - Mathematics, General                    ",694,,528,154,756,,703,270,716,,811,295,716,,951,509,"1,012",
,,170200 - Mathematics Skills                      ,69,,39,11,37,,,,,,,,,,15,,,
,,"190200 - Physics, General                        ",7,,25,,8,,25,,15,,35,,17,,34,,12,
,,"190500 - Chemistry, General                      ",61,,86,,4,,27,,58,,26,,67,,71,13,73,
,,191100 - Astronomy                               ,108,,112,64,115,,104,71,160,,111,,145,,108,82,170,
,,191400 - Geology                                 ,7,,12,,19,,12,,11,,,,,,8,,,
,,193000 - Earth Science                           ,155,,165,72,147,,53,88,54,,84,67,62,,64,52,60,
,,"200100 - Psychology, General                     ",380,,326,118,288,,333,96,338,,218,129,295,,269,110,305,
,,200300 - Behavioral Science                      ,,,39,17,,,60,34,,,44,,,,34,,,
,,210400 - Human Services                          ,112,,57,,88,,67,29,142,,162,22,162,,90,24,191,
,,210440 - Alcohol and Controlled Substances       ,,,,,73,,141,54,171,,206,31,151,,201,34,211,
,,210500 - Administration of Justice               ,326,,287,78,284,,186,88,242,,220,46,237,,193,107,251,
,,210510 - Corrections                             ,18,,24,,,,9,,,,,,,,,,,
,,"210540 - Forensics, Evidence, and Investigation  ",,,54,13,,,34,27,,,46,14,,,43,,,
,,210550 - Police Academy                          ,76,,,,38,,70,107,717,,437,41,225,,335,188,870,
,,213310 - Wildland Fire Technology                ,,,,,,,48,,79,,,,196,,42,,222,
,,220110 - Women's Studies                         ,,,26,,13,,13,,,,,,,,,,,
,,220200 - Anthropology                            ,229,,211,158,271,,347,132,275,,251,105,270,,225,119,366,
,,220220 - Archaeology                             ,6,,37,,33,,15,,15,,33,,8,,37,,,
,,220300 - Ethnic Studies                          ,,,,,,,26,57,63,,116,154,136,,226,170,214,
,,220400 - Economics                               ,190,,131,66,125,,72,92,150,,183,69,142,,127,63,191,
,,220500 - History                                 ,531,,595,250,540,,379,180,419,,373,187,400,,380,195,477,
,,220700 - Political Science                       ,168,,282,101,324,,279,89,482,,238,72,389,,314,112,526,
,,220800 - Sociology                               ,133,,100,58,146,,122,38,74,,130,39,121,,111,68,120,
,,493010 - Career Guidance and Orientation         ,292,,301,169,229,,230,50,204,,119,35,212,,152,36,258,
,,493011 - Interpersonal Skills                    ,107,,71,11,98,,98,30,110,,101,24,96,,69,27,74,
,Credit - Not Degree Applicable                     Total,,379,,506,73,312,,480,35,305,,156,104,234,,198,95,247,
,,083500 - Physical Education                      ,,,9,4,12,,12,11,16,,18,23,38,,30,31,14,
,,083550 - Intercollegiate Athletics               ,,,19,,70,,15,,92,,18,,81,,13,,71,
,,123020 - Licensed Vocational Nursing             ,19,,,,,,13,,,,9,,,,9,,,
,,127000 - Kinesiology                             ,5,,13,9,6,,,,,,,,10,,,,,
,,130500 - Child Development/Early Care and Educati,,,,,,,,,8,,,,,,,,,
,,150100 - English                                 ,112,,89,43,81,,57,,,,,,27,,26,,28,
,,"170100 - Mathematics, General                    ",,,,,,,,,,,,,,,,,4,
,,210500 - Administration of Justice               ,45,,,,,,,,9,,2,9,,,13,18,,
,,210510 - Corrections                             ,,,,,,,14,,,,74,23,,,17,,18,
,,210550 - Police Academy                          ,118,,357,,50,,344,,70,,17,23,14,,61,14,45,
,,493010 - Career Guidance and Orientation         ,65,,19,17,69,,25,24,72,,18,26,47,,29,32,37,
,,493013 - Academic Guidance                       ,15,,,,24,,,,38,,,,17,,,,30,
