,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,150100 - English                                 ,709,198,563,276,910,210,825,266,895,192,736,197,850,233,787,344,"1,020",216
,,150600 - Speech Communication                    ,367,74,283,83,318,40,317,89,302,43,441,78,357,63,480,80,356,74
,,150900 - Philosophy                              ,36,27,62,33,92,40,54,,52,,60,38,70,,44,53,16,36
,,152000 - Reading                                 ,,,,,7,,,,17,,24,,,,,,,
,,159900 - Other Humanities                        ,104,39,102,34,170,33,91,,109,40,115,52,97,45,69,77,74,34
,,"160100 - Library Science, General                ",15,,43,46,44,,58,,24,,21,,,,,,,
,,"170100 - Mathematics, General                    ",776,117,669,291,863,170,591,320,714,142,620,270,659,174,738,338,824,187
,,"190100 - Physical Sciences, General              ",75,,62,,48,,50,,74,,69,,61,,68,,78,
,,"190200 - Physics, General                        ",23,9,22,72,57,18,71,56,50,16,34,32,43,17,23,15,36,11
,,"190500 - Chemistry, General                      ",184,18,226,100,204,25,206,102,227,31,146,67,176,58,146,71,223,96
,,191100 - Astronomy                               ,100,32,53,20,38,45,60,,31,23,36,,34,42,32,,39,39
,,191400 - Geology                                 ,57,33,48,19,63,15,35,26,60,26,31,4,91,21,,24,135,
,,"200100 - Psychology, General                     ",651,183,440,176,672,165,519,188,571,169,466,128,694,178,572,172,680,213
,,210500 - Administration of Justice               ,219,45,136,53,184,26,188,77,263,35,232,39,245,50,278,52,294,57
,,220200 - Anthropology                            ,223,63,178,97,205,70,194,89,233,50,207,55,199,65,305,70,292,68
,,220300 - Ethnic Studies                          ,,,55,,70,,130,,72,,141,,209,,121,111,228,30
,,220400 - Economics                               ,143,95,183,127,146,109,204,141,134,75,163,70,173,77,196,153,148,78
,,220500 - History                                 ,296,137,310,105,232,128,247,132,261,107,215,44,322,135,203,65,271,93
,,220600 - Geography                               ,103,36,111,70,95,39,112,76,92,33,94,30,111,40,99,77,113,42
,,220700 - Political Science                       ,344,148,235,146,378,153,373,174,405,142,403,115,354,141,472,90,395,116
,,220800 - Sociology                               ,309,105,366,125,267,134,354,138,302,131,423,59,336,100,414,86,245,62
,,493010 - Career Guidance and Orientation         ,109,34,165,115,106,28,80,74,67,29,50,57,110,,83,44,88,
,Credit - Not Degree Applicable                     Total,,124,,41,,244,,93,,204,,98,28,349,,230,,246,
,,100200 - Art                                     ,,,,,,,,,,,,,17,,,,,
,,152000 - Reading                                 ,,,23,,19,,53,,28,,30,,35,,48,,42,
,,210500 - Administration of Justice               ,,,6,,,,8,,,,4,,,,4,,,
,,493013 - Academic Guidance                       ,124,,12,,225,,32,,176,,64,28,297,,178,,204,
