,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
LA Swest Total,,,"8,302","2,263","7,324","3,173","8,772","2,476","8,070","3,223","9,266","2,141","8,426","2,300","9,736","2,362","9,154","3,395","10,045","2,545"
,Credit - Degree Applicable                         Total,,"8,178","2,263","7,283","3,173","8,528","2,476","7,977","3,223","9,062","2,141","8,328","2,272","9,387","2,362","8,924","3,395","9,799","2,545"
,,030100 - Environmental Science                   ,51,,35,,76,,36,,87,,37,,46,,41,,66,
,,"040100 - Biology, General                        ",294,79,273,195,347,100,256,204,328,73,229,107,299,84,217,196,327,98
,,040300 - MicroBiology                            ,127,,145,86,100,,128,87,55,,81,62,83,,72,63,89,
,,041000 - Anatomy and Physiology                  ,423,250,420,254,339,330,384,237,318,188,282,209,300,215,276,228,299,212
,,050200 - Accounting                              ,63,,68,,63,6,137,,107,,138,,125,14,111,,129,24
,,050500 - Business Administration                 ,108,36,150,73,229,59,131,102,256,44,141,38,262,78,232,109,228,82
,,050600 - Business Management                     ,62,,53,,57,,67,,73,,88,,79,,70,,111,
,,050630 - Management Development and Supervision  ,15,,,,16,,,,30,,22,,28,,22,,34,
,,050640 - Small Business and Entrepreneurship     ,,7,,,,,,,,,,,,,,,,
,,050800 - International Business and Trade        ,,6,,,,,,,,,,,,,,,,
,,051100 - Real Estate                             ,91,54,76,35,93,36,70,64,56,26,73,,41,15,42,32,50,27
,,051400 - Office Technology/Office Computer Applic,25,,8,,,,17,,,,31,,,,23,,,
,,060200 - Journalism                              ,,,,,,,,,,,,,17,,,,16,
,,"070100 - Information Technology, General         ",72,65,160,75,114,79,178,132,347,74,220,89,351,65,304,124,256,94
,,070200 - Computer Information Systems            ,,,11,,,,19,,10,,42,,101,,56,,57,45
,,070600 - Computer Science (Transfer)             ,29,,,,,,,,31,,52,,,,41,,,
,,070700 - Computer Software Development           ,,,,,,,,,28,,41,,,,,,,
,,070710 - Computer Programming                    ,12,,,,35,,26,,37,40,53,,25,,46,,78,
,,070730 - Computer Systems Analysis               ,54,,,,,,,,67,,84,,49,,14,,50,
,,083500 - Physical Education                      ,20,,32,,42,,51,,59,,23,,63,,,,61,
,,083550 - Intercollegiate Athletics               ,,,,,50,,,,148,32,53,,173,43,63,,126,44
,,083700 - Health Education                        ,220,28,232,36,231,36,261,42,218,28,353,82,293,38,411,97,322,142
,,085010 - Sign Language Interpreting              ,98,,60,,155,,154,,210,,120,,184,,111,,166,
,,"100100 - Fine Arts, General                      ",118,35,86,68,58,35,106,36,117,37,114,22,64,36,141,70,105,38
,,100200 - Art                                     ,24,,31,,33,,19,,29,,11,,,,10,,14,
,,100210 - Painting and Drawing                    ,73,,58,,72,,41,,76,,47,14,64,,27,11,68,
,,100400 - Music                                   ,130,68,123,69,116,37,94,70,86,29,81,39,67,32,95,94,96,38
,,100700 - Dramatic Arts                           ,143,38,100,79,180,38,132,68,117,58,92,49,120,37,98,66,71,37
,,103000 - Graphic Art and Design                  ,,,35,,,,41,,,,39,,,,43,,,
,,110200 - French                                  ,34,22,36,,37,37,39,,34,20,35,26,27,23,31,39,29,18
,,110500 - Spanish                                 ,125,29,131,35,116,40,119,38,140,31,141,29,136,35,146,39,162,40
,,123000 - Nursing                                 ,,13,,22,,21,,16,,21,,23,,24,,26,,28
,,123010 - Registered Nursing                      ,182,,114,,187,,172,,153,,155,,220,,221,,233,
,,123030 - Certified Nurse Assistant               ,52,,15,35,19,,17,,29,,13,,46,,23,21,48,
,,123080 - Home Health Aide                        ,,,,,28,,14,,25,,15,,23,,22,18,33,
,,125000 - Emergency Medical Services              ,,,22,14,29,,15,,12,,20,,23,,16,15,26,
,,127000 - Kinesiology                             ,91,,65,,93,19,62,17,173,17,77,6,251,21,95,64,215,27
,,130500 - Child Development/Early Care and Educati,592,140,432,109,435,155,432,162,651,139,598,142,636,163,674,161,679,99
,,140200 - Paralegal                               ,7,,,,9,,,,,,,,,,,,,
