,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Deanza Total,,,"42,846","37,733","35,711","15,670","41,153","37,129","35,608","16,262",,"39,561","37,874","17,464","44,212","40,281","38,580","18,063","44,323",
,Credit - Degree Applicable                         Total,,"40,903","36,380","34,521","15,274","39,390","35,971","34,669","15,960",,"38,439","36,898","16,686","42,200","39,045","37,552","17,639","42,564",
,,030100 - Environmental Science                   ,532,476,545,249,505,464,449,284,,544,468,267,517,429,415,279,497,
,,030200 - Environmental Studies                   ,296,208,284,163,312,298,246,170,,278,271,216,259,242,234,216,278,
,,030300 - Environmental Technology                ,152,81,92,,114,82,102,,,98,134,,146,104,108,4,137,
,,"040100 - Biology, General                        ",835,727,632,229,578,608,628,165,,648,706,160,669,708,711,155,694,
,,040300 - MicroBiology                            ,97,95,107,,98,61,59,,,74,65,,86,84,80,,97,
,,041000 - Anatomy and Physiology                  ,496,433,391,119,433,396,431,86,,426,480,110,489,462,454,120,550,
,,"050100 - Business and Commerce, General          ",,,,,,,,,,,,,37,,48,,39,
,,050200 - Accounting                              ,"1,139","1,064","1,066",429,945,"1,096","1,079",448,,"1,084","1,040",470,"1,131","1,196","1,166",492,"1,132",
,,050210 - Tax Studies                             ,76,62,66,,107,37,72,,,61,57,,95,75,71,,95,
,,050400 - Banking and Finance                     ,43,42,40,,47,63,46,44,,30,33,28,31,41,48,,40,
,,050500 - Business Administration                 ,"1,146",826,956,448,"1,127",976,864,447,,"1,029","1,023",482,"1,165","1,078","1,040",475,"1,235",
,,050600 - Business Management                     ,154,142,87,,120,183,145,53,,143,121,9,116,172,119,69,186,
,,050640 - Small Business and Entrepreneurship     ,71,84,119,43,35,65,123,47,,96,85,42,40,140,45,36,89,
,,050900 - Marketing and Distribution              ,230,132,117,85,234,131,141,84,,164,134,40,177,217,188,91,184,
,,051100 - Real Estate                             ,295,198,196,84,210,192,184,90,,170,200,118,178,148,138,81,139,
,,060200 - Journalism                              ,33,41,52,,37,40,34,,,54,43,,35,63,49,,34,
,,060420 - Television (including combined TV/Film/V,209,250,148,27,182,254,248,38,,241,211,56,234,193,218,45,168,
,,060600 - Public Relations                        ,,,22,,,,21,,,,29,,,,29,,,
,,061000 - Mass Communications                     ,109,90,89,53,122,88,68,61,,86,65,52,108,83,60,52,90,
,,061200 - Film Studies                            ,337,297,338,50,327,296,295,52,,313,289,56,339,349,295,48,340,
,,061220 - Film Production                         ,99,80,72,27,123,68,63,28,,90,56,18,115,107,81,25,95,
,,061440 - Animation                               ,132,155,100,22,117,163,149,47,,157,155,44,136,165,153,49,138,
,,061450 - Desktop Publishing                      ,,38,,,32,,,,,,,,35,,,,25,
,,061460 - Computer Graphics and Digital Imagery   ,31,25,23,18,18,30,23,13,,29,18,14,17,25,13,17,15,
,,"070100 - Information Technology, General         ",340,337,413,169,309,355,408,187,,307,336,183,273,269,275,241,296,
,,070710 - Computer Programming                    ,"1,775","1,750","1,751","1,236","1,795","1,804","1,813","1,501",,"1,928","1,741","1,348","1,614","1,775","1,547","1,229","1,453",
,,070720 - Database Design and Administration      ,94,67,74,50,131,62,53,136,,85,85,136,111,78,79,114,149,
,,070800 - Computer Infrastructure and Support     ,88,57,97,23,100,74,117,47,,84,121,25,100,81,114,25,150,
,,070810 - Computer Networking                     ,44,58,32,37,48,71,50,59,,72,38,76,37,60,36,30,35,
,,070900 - World Wide Web Administration           ,68,41,32,52,73,31,36,36,,28,34,24,60,27,16,20,39,
,,"080100 - Education, General                      ",34,,,,27,,,,,,,,29,,40,,18,
,,083500 - Physical Education                      ,892,957,964,530,"1,052",968,927,381,,964,696,405,929,898,717,425,728,
,,083550 - Intercollegiate Athletics               ,402,325,359,534,351,333,385,565,,361,376,566,448,378,388,554,487,
,,083560 - Coaching                                ,38,43,,24,59,45,65,30,,53,70,41,71,36,52,41,66,
,,083580 - Adapted Physical Education              ,239,152,215,221,245,215,248,234,,221,258,204,243,219,219,228,225,
,,083700 - Health Education                        ,96,68,95,37,125,94,128,66,,97,96,68,120,102,103,74,122,
,,085000 - Sign Language                           ,105,37,46,,52,52,51,,,61,38,,68,69,58,,72,
,,"090100 - Engineering, General (requires Calculus)",135,147,134,117,143,151,103,113,,127,157,94,172,172,182,83,158,
,,094610 - Energy Systems Technology               ,65,96,79,13,77,119,107,,,104,147,,69,71,105,,102,
,,094800 - Automotive Technology                   ,572,536,512,83,583,559,610,119,,658,692,149,629,621,634,130,711,
,,094840 - Alternative Fuels and Advanced Transport,,,,,,14,,,,27,,,,,39,13,,
,,095300 - Drafting Technology                     ,94,86,71,15,134,125,75,19,,194,194,32,209,135,167,40,199,
,,095600 - Manufacturing and Industrial Technology ,156,188,166,37,183,194,174,65,,166,136,56,192,216,133,48,206,
,,"100100 - Fine Arts, General                      ",698,639,688,145,720,643,747,163,,659,731,190,650,690,842,150,774,
,,100200 - Art                                     ,48,39,30,,37,29,33,,,26,26,,45,29,26,,42,
,,100210 - Painting and Drawing                    ,238,234,150,26,214,226,201,25,,208,194,28,213,225,174,25,196,
,,100220 - Sculpture                               ,23,,16,,23,24,,19,,17,,,20,18,,20,18,
,,100230 - Ceramics                                ,66,69,65,23,70,97,92,26,,97,95,22,81,92,95,24,82,
,,100400 - Music                                   ,309,282,276,65,314,331,362,59,,400,420,105,382,346,380,84,361,
,,100700 - Dramatic Arts                           ,100,108,97,30,80,102,100,28,,111,95,27,76,97,78,25,70,
,,100800 - Dance                                   ,142,145,133,58,91,139,102,35,,107,84,32,139,107,94,30,87,
,,100900 - Applied Design                          ,80,73,75,27,84,80,75,24,,104,86,25,80,99,71,25,100,
,,101100 - Photography                             ,98,94,80,46,50,103,99,53,,92,100,48,98,107,122,47,89,
,,101200 - Applied Photography                     ,209,169,169,39,189,174,150,28,,181,142,21,155,179,152,22,153,
,,103000 - Graphic Art and Design                  ,182,160,182,69,130,173,168,59,,181,214,58,141,172,218,59,135,
,,110200 - French                                  ,79,74,69,,71,75,60,,,79,69,,65,64,63,,61,
,,110300 - German                                  ,64,42,33,,55,36,33,,,43,33,,60,31,23,,59,
,,110400 - Italian                                 ,74,51,58,,66,35,54,,,27,52,,66,36,57,,39,
,,110500 - Spanish                                 ,155,179,149,64,193,177,159,81,,212,188,84,251,278,291,82,277,
,,110600 - Russian                                 ,77,79,71,,66,70,67,,,67,66,,70,72,80,,70,
,,110700 - Chinese                                 ,223,199,204,38,226,194,199,34,,171,192,37,253,170,215,47,203,
,,110800 - Japanese                                ,155,98,89,,99,96,94,,,94,94,,103,102,87,,96,
,,"111700 - Asian, South Asian, and Pacific Islands ",50,30,22,,52,35,42,,,37,28,,70,44,43,,75,
,,111720 - Vietnamese                              ,80,69,71,,82,73,68,,,67,52,,68,69,52,,63,
,,111730 - Korean                                  ,135,132,152,61,127,121,126,49,,110,105,33,134,132,112,,117,
,,119900 - Other Foreign Languages                 ,20,,,,24,,,,,,,,,,,,,
,,120500 - Medical Laboratory Technology           ,55,87,65,2,89,88,66,7,,111,69,3,97,97,61,4,88,
,,120510 - Phlebotomy                              ,2,4,14,14,,10,14,12,,6,9,10,1,6,10,13,5,
,,120800 - Medical Assisting                       ,542,479,514,93,487,380,427,94,,410,463,89,598,417,517,111,602,
,,120820 - Administrative Medical Assisting        ,,,,,,,,,,,,7,,1,1,1,,
,,123000 - Nursing                                 ,180,169,132,62,191,126,136,87,,146,183,91,184,173,146,82,194,
,,123010 - Registered Nursing                      ,348,331,320,,326,331,358,,,400,402,,406,436,429,,409,
,,127000 - Kinesiology                             ,159,163,163,138,165,113,129,115,,130,79,105,123,125,80,116,169,
,,130500 - Child Development/Early Care and Educati,779,655,607,271,684,555,481,206,,531,547,223,661,687,762,292,768,
,,130520 - Children with Special Needs             ,33,32,20,29,30,11,38,,,33,28,,35,26,28,,20,
,,130560 - Parenting and Family Education          ,,19,,,,,,,,,,,,,,,,
,,130580 - Child Development Administration and Man,34,31,106,,25,21,32,,,20,67,,27,27,95,,59,
,,130590 - Infants and Toddlers                    ,28,,35,,41,,17,,,25,34,,53,37,52,,41,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",367,341,287,154,371,301,310,244,,261,320,192,373,325,370,253,354,
,,140200 - Paralegal                               ,199,233,194,52,199,191,217,41,,276,260,74,352,181,250,85,339,
,,150100 - English                                 ,"3,273","2,575","1,694",850,"3,281","2,511","1,826",812,,"2,457","1,845",966,"3,271","2,528","1,806","1,025","3,026",
,,150110 - Linguistics                             ,40,49,42,,41,46,40,,,48,50,,40,48,50,,40,
,,150300 - Comparative Literature                  ,100,156,66,3,163,46,108,4,,52,106,21,156,79,95,8,157,
,,150600 - Speech Communication                    ,"1,517","1,497","1,335",589,"1,515","1,448","1,265",523,,"1,409","1,327",516,"1,555","1,398","1,287",479,"1,605",
,,150700 - Creative Writing                        ,60,54,80,41,57,59,70,36,,57,66,30,55,59,73,29,50,
,,150900 - Philosophy                              ,625,535,585,372,572,545,529,380,,660,639,373,670,630,567,370,591,
,,152000 - Reading                                 ,29,,,,28,,,,,,,,,,,,,
,,159900 - Other Humanities                        ,"1,046",984,928,441,"1,150","1,061",930,493,,"1,069","1,005",611,"1,266","1,010","1,020",583,"1,266",
,,"160100 - Library Science, General                ",30,37,37,,58,78,46,,,64,77,,71,50,33,,54,
,,"170100 - Mathematics, General                    ","4,723","3,982","3,483","1,841","4,480","3,669","3,313","1,729",,"4,050","3,835","1,895","5,045","4,178","3,934","2,114","5,175",
,,"190200 - Physics, General                        ",655,665,697,110,587,603,655,119,,830,733,113,716,798,757,101,763,
,,"190500 - Chemistry, General                      ",834,770,772,222,850,833,875,310,,935,941,321,888,956,971,331,961,
,,191100 - Astronomy                               ,542,495,375,72,533,585,471,65,,549,508,118,556,590,532,139,615,
,,191400 - Geology                                 ,92,119,114,58,81,94,133,54,,74,110,53,102,108,112,60,106,
,,191900 - Oceangraphy                             ,40,25,33,41,42,38,37,35,,28,26,42,33,34,38,40,25,
,,199900 - Other Physical Sciences                 ,264,260,291,155,223,276,240,146,,253,281,149,262,257,272,154,257,
,,"200100 - Psychology, General                     ","2,022","1,843","1,890",722,"2,106","1,915","1,853",759,,"2,046","1,937",902,"2,078","2,022","1,879","1,091","2,157",
,,210500 - Administration of Justice               ,489,291,352,57,315,316,288,113,,348,320,92,241,339,262,84,288,
,,210510 - Corrections                             ,,,,,,,,,,,,,20,,,33,26,
,,"210540 - Forensics, Evidence, and Investigation  ",,42,,,39,,28,,,45,,,45,,44,,46,
,,214000 - Legal and Community Interpretation      ,,,,,,,,,,,,,,,,,25,
,,"220100 - Social Sciences, General                ",,,,,,,,,,,,,,,,,20,
,,220110 - Women's Studies                         ,233,292,233,196,172,214,246,176,,221,222,52,184,191,306,47,172,
,,220120 - American Studies                        ,71,59,69,,98,,,,,,25,,156,,86,,174,
,,220200 - Anthropology                            ,997,878,860,337,907,920,906,417,,885,919,460,"1,017",937,903,536,"1,069",
,,220300 - Ethnic Studies                          ,920,840,892,412,"1,033",981,"1,021",414,,"1,299","1,272",669,"1,123","1,604","1,787",991,"1,520",
,,220400 - Economics                               ,976,942,834,489,"1,008","1,010",992,534,,"1,028","1,070",530,"1,162","1,077","1,115",585,"1,127",
,,220500 - History                                 ,"1,039",817,848,404,926,759,807,489,,928,925,510,"1,170",901,958,537,"1,171",
,,220600 - Geography                               ,347,336,289,226,291,293,313,250,,346,318,231,340,342,292,251,342,
,,220700 - Political Science                       ,541,526,576,277,436,440,442,271,,599,670,272,604,502,568,348,532,
,,220800 - Sociology                               ,581,521,534,221,497,529,507,270,,503,541,207,488,601,508,283,528,
,,221000 - International Studies                   ,,,,,,,44,,,90,105,,83,55,48,,96,
,,221010 - Area Studies                            ,134,120,141,131,130,102,148,149,,90,71,71,142,124,86,,89,
,,493010 - Career Guidance and Orientation         ,,,,,,,,,,,,,10,,5,,8,
,,493012 - Job Seeking/Changing Skills             ,229,309,173,130,212,297,166,114,,368,172,100,203,296,140,126,181,
,,493013 - Academic Guidance                       ,510,215,190,115,402,136,127,48,,126,141,169,485,143,92,100,387,
,,"493031 - Living Skills, Handicapped              ",,7,,,,9,,,,13,,,,13,,,,
,,"493032 - Learning Skills, Learning Disabled      ",,37,40,,,19,13,,,20,66,69,83,24,11,,9,
,,493072 - Leadership Skills Development           ,63,12,47,,77,30,60,,,51,32,,125,69,46,3,76,
,,493087 - English as a Second Language - Integrate,101,90,103,32,99,92,94,46,,107,118,51,96,97,126,45,102,
,Credit - Not Degree Applicable                     Total,,"1,943","1,353","1,190",396,"1,763","1,158",939,302,,"1,122",976,778,"2,012","1,236","1,028",424,"1,759",
,,095600 - Manufacturing and Industrial Technology ,19,14,13,,11,10,24,,,14,30,,20,19,18,,17,
,,123010 - Registered Nursing                      ,14,14,20,,8,10,5,,,1,2,,,2,1,,,
,,150100 - English                                 ,761,361,288,45,911,398,314,40,,389,248,71,993,402,224,68,923,
,,"170100 - Mathematics, General                    ",329,275,237,,170,145,120,,,131,158,,66,158,150,,240,
