,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Chabot Hayward Total,,,"27,458",,"24,536","8,944","27,322",,"25,905","9,628","30,200",,"27,198","10,484","30,914",,"29,347","11,340","32,595",
,Credit - Degree Applicable                         Total,,"26,402",,"23,801","8,774","26,661",,"25,227","9,499","29,737",,"26,755","10,411","30,577",,"29,153","11,247","32,290",
,,020100 - Architecture and Architectural Technolog,111,,111,19,135,,158,24,154,,190,29,193,,209,27,174,
,,020110 - Landscape Architecture (Transfer)       ,28,,,,39,,,,41,,,,38,,,,42,
,,030100 - Environmental Science                   ,,,,,,,,,,,,,8,,4,,14,
,,030200 - Environmental Studies                   ,25,,25,,39,,41,,26,,39,32,62,,75,41,58,
,,030300 - Environmental Technology                ,,,21,,33,,8,,19,,51,,10,,57,,36,
,,"040100 - Biology, General                        ",637,,613,71,660,,701,47,692,,817,162,783,,855,291,839,
,,040300 - MicroBiology                            ,124,,77,,114,,117,,118,,119,46,118,,120,50,123,
,,041000 - Anatomy and Physiology                  ,274,,262,92,84,,120,,102,,115,29,113,,134,52,136,
,,"050100 - Business and Commerce, General          ",368,,303,128,428,,280,142,519,,349,115,489,,395,166,546,
,,050200 - Accounting                              ,610,,661,283,580,,609,294,648,,675,330,630,,706,392,672,
,,050210 - Tax Studies                             ,13,,5,34,16,,,,22,,,,16,,,,36,
,,050500 - Business Administration                 ,10,,10,,11,,9,,19,,13,,8,,10,9,,
,,050600 - Business Management                     ,832,,929,275,817,,926,245,"1,012",,882,302,"1,096",,"1,117",389,"1,115",
,,050640 - Small Business and Entrepreneurship     ,44,,85,33,86,,79,50,65,,106,38,54,,100,64,81,
,,050800 - International Business and Trade        ,45,,,,36,,,,39,,,,37,,,,47,
,,050900 - Marketing and Distribution              ,85,,43,25,87,,44,30,145,,86,60,138,,72,45,120,
,,051100 - Real Estate                             ,329,,348,180,308,,308,212,347,,246,115,230,,226,119,264,
,,051400 - Office Technology/Office Computer Applic,34,,36,16,55,,19,11,58,,53,23,45,,41,26,66,
,,"060100 - Media and Communications, General       ",1,,1,,,,,,,,1,,1,,1,,4,
,,060200 - Journalism                              ,21,,3,,7,,11,,14,,10,,15,,13,,15,
,,060410 - Radio                                   ,,,30,,23,,,,44,,,,24,,,,,
,,061000 - Mass Communications                     ,55,,39,,55,,34,,69,,74,,76,,63,,94,
,,061200 - Film Studies                            ,43,,,,57,,53,21,39,,38,19,44,,37,27,54,
,,061220 - Film Production                         ,91,,66,,89,,68,,99,,72,,113,,88,,120,
,,061400 - Digital Media                           ,60,,43,32,73,,25,20,70,,25,23,92,,26,34,84,
,,061440 - Animation                               ,28,,32,,30,,33,,24,,45,,50,,24,,49,
,,061460 - Computer Graphics and Digital Imagery   ,96,,68,14,83,,88,14,76,,74,,80,,101,,78,
,,"070100 - Information Technology, General         ",143,,114,47,122,,128,65,119,,103,,99,,80,,84,
,,070200 - Computer Information Systems            ,105,,93,36,128,,78,39,151,,81,35,91,,78,44,120,
,,070210 - Software Applications                   ,48,,31,,94,,69,,88,,39,,76,,51,,75,
,,070710 - Computer Programming                    ,349,,289,183,401,,449,237,406,,409,209,416,,361,203,344,
,,080200 - Educational Aide (Teacher Assistant)    ,,,48,,41,,45,,45,,45,,55,,64,,1,
,,083500 - Physical Education                      ,740,,576,346,773,,701,369,844,,801,421,912,,"1,032",495,957,
,,083510 - Physical Fitness and Body Movement      ,24,,36,34,34,,31,21,27,,22,24,22,,24,35,17,
,,083550 - Intercollegiate Athletics               ,451,,179,147,320,,97,195,414,,197,229,421,,296,219,477,
,,083560 - Coaching                                ,,,13,,33,,9,,,,,40,,,,22,,
,,083580 - Adapted Physical Education              ,28,,29,27,34,,38,22,35,,39,26,41,,57,25,55,
,,083700 - Health Education                        ,481,,441,269,457,,477,330,600,,473,304,504,,544,344,509,
,,085000 - Sign Language                           ,225,,142,73,58,,84,103,148,,197,105,262,,232,98,206,
,,089900 - Other Education                         ,47,,42,,41,,41,,39,,41,,52,,57,,,
,,"090100 - Engineering, General (requires Calculus)",154,,117,30,143,,136,74,139,,144,126,189,,180,142,243,
