,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Redwoods Total,,,"9,403",,"9,086","1,631","10,574",,"10,719","1,609","11,649",,"11,209","2,046","12,676",,,"2,775","14,109",
,Credit - Degree Applicable                         Total,,"9,366",,"9,064","1,618","10,547",,"10,691","1,595","11,614",,"11,169","2,046","12,666",,,"2,775","14,098",
,,"010100 - Agriculture Technology and Sciences, Gen",20,,50,3,43,,26,5,81,,121,28,75,,,48,67,
,,010200 - Animal Science                          ,,,19,,,,,,,,22,13,,,,,24,
,,010300 - Plant Science                           ,75,,5,,54,,29,,85,,55,,108,,,,66,
,,010900 - Horticulture                            ,,,16,,,,18,,,,16,,,,,,,
,,010910 - Landscape Design and Maintenance        ,,,,,8,,,,,,,,,,,,,
,,010930 - Nursery Technology                      ,8,,,,6,,,,12,,,,10,,,,13,
,,"011200 - Agriculture Business, Sales and Service ",,,18,,11,,20,,13,,17,,23,,,,14,
,,011400 - Forestry                                ,68,,52,5,86,,46,6,84,,75,5,130,,,2,135,
,,011500 - Natural Resources                       ,5,,8,,,,31,,6,,19,,12,,,5,,
,,011520 - Wildlife and Fisheries                  ,,,6,,,,,,17,,,,20,,,,19,
,,011600 - Agricultural Power Equipment Technology ,,,,,,,,,,,,,9,,,,11,
,,029900 - Other Architecture and Environmental Des,,,,,,,,,,,4,,,,,,,
,,030100 - Environmental Science                   ,109,,112,,112,,120,,122,,142,22,102,,,26,94,
,,030200 - Environmental Studies                   ,20,,23,,23,,29,,27,,27,,34,,,31,35,
,,"040100 - Biology, General                        ",173,,129,60,142,,233,50,228,,195,83,321,,,109,321,
,,"040200 - Botany, General                         ",34,,22,,20,,25,,60,,17,,9,,,,30,
,,040300 - MicroBiology                            ,49,,36,,64,,25,,51,,48,,42,,,,64,
