,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Sequoias Total,,,"34,575",,"30,541","6,918","37,525",,"33,372","8,328","38,875",,"36,704","9,101","41,502",,"38,754","8,544","42,817",
,Credit - Degree Applicable                         Total,,"32,955",,"29,441","6,734","36,010",,"32,322","8,032","37,293",,"35,449","8,810","39,890",,"37,699","8,242","41,171",
,,"010100 - Agriculture Technology and Sciences, Gen",69,,67,,41,,93,,46,,57,,43,,81,,62,
,,010200 - Animal Science                          ,190,,202,,195,,221,,222,,255,,258,,313,,237,
,,010210 - Veterinary Technician (Licensed)        ,30,,25,,29,,43,,28,,28,,32,,44,,33,
,,010230 - Dairy Science                           ,17,,18,,25,,10,,24,,21,,30,,16,,24,
,,010240 - Equine Science                          ,76,,52,,68,,50,,80,,53,,86,,61,,88,
,,010300 - Plant Science                           ,120,,125,,145,,133,,131,,141,,113,,127,,132,
,,010310 - Agricultural Pest Control Adviser and Op,40,,32,,36,,25,,41,,32,,36,,38,,45,
,,010900 - Horticulture                            ,32,,13,,37,,7,,35,,14,,54,,13,,38,
,,010910 - Landscape Design and Maintenance        ,18,,5,,,,17,,4,,,,7,,27,,18,
,,010920 - Floriculture / Floristry                ,45,,37,,43,,40,,36,,37,,64,,66,,39,
,,010930 - Nursery Technology                      ,,,7,,,,,,,,12,,,,8,,,
,,010940 - Turfgrass Technology                    ,10,,,,,,,,6,,,,,,,,7,
,,"011200 - Agriculture Business, Sales and Service ",215,,193,13,212,,193,9,189,,205,12,206,,182,14,255,
,,011600 - Agricultural Power Equipment Technology ,49,,26,,29,,45,,31,,40,,60,,109,,122,
,,020100 - Architecture and Architectural Technolog,103,,103,,120,,109,,151,,131,,149,,103,,152,
,,"040100 - Biology, General                        ",513,,513,129,545,,424,121,473,,509,152,609,,554,200,583,
,,"040200 - Botany, General                         ",41,,46,,44,,48,,50,,50,,47,,51,,47,
,,040300 - MicroBiology                            ,129,,152,58,193,,163,67,171,,174,77,223,,243,79,246,
,,"040700 - Zoology, General                        ",37,,47,,45,,37,,42,,35,,41,,46,,46,
,,041000 - Anatomy and Physiology                  ,486,,489,93,553,,522,76,543,,582,79,628,,630,50,637,
,,"050100 - Business and Commerce, General          ",696,,718,49,844,,747,43,871,,792,49,882,,851,44,893,
,,050200 - Accounting                              ,345,,324,88,348,,340,101,392,,350,83,387,,407,104,407,
,,050210 - Tax Studies                             ,26,,,,42,,,,36,,,,36,,,,40,
,,050600 - Business Management                     ,25,,13,,32,,27,,29,,34,,44,,47,,51,
,,050640 - Small Business and Entrepreneurship     ,17,,18,,25,,23,,23,,25,,29,,32,,21,
,,050940 - Sales and Salesmanship                  ,46,,20,,,,19,,,,20,,,,,,,
,,051400 - Office Technology/Office Computer Applic,68,,91,,75,,79,,89,,89,,92,,83,,87,
,,"060100 - Media and Communications, General       ",6,,11,,24,,16,,14,,9,,15,,12,,15,
,,060200 - Journalism                              ,122,,47,,48,,46,,79,,37,,96,,54,,77,
,,060600 - Public Relations                        ,16,,24,,25,,15,,17,,12,,14,,17,,16,
,,061200 - Film Studies                            ,"1,040",,860,275,"1,223",,"1,003",360,"1,012",,"1,077",417,967,,"1,024",248,802,
,,061430 - Website Design and Development          ,21,,31,,25,,18,,31,,22,,25,,21,,31,
,,061440 - Animation                               ,,,,,,,,,,,19,,,,23,,21,
,,"070100 - Information Technology, General         ",300,,241,153,280,,241,109,303,,269,126,261,,276,133,306,
,,070200 - Computer Information Systems            ,,,5,,,,11,,,,17,,,,16,,,
,,070210 - Software Applications                   ,,,14,,,,15,,,,20,,,,24,,,
,,070600 - Computer Science (Transfer)             ,103,,99,,140,,120,,156,,135,,137,,111,,116,
,,070710 - Computer Programming                    ,85,,86,,112,,107,,117,,112,,121,,109,,166,
,,070810 - Computer Networking                     ,114,,80,33,160,,116,45,158,,144,30,152,,143,,151,
,,"080100 - Education, General                      ",175,,148,,175,,161,,170,,156,,174,,157,,178,
,,083500 - Physical Education                      ,683,,530,63,743,,547,96,752,,715,113,825,,829,128,886,
,,083510 - Physical Fitness and Body Movement      ,59,,80,16,57,,50,,25,,69,,35,,102,,46,
,,083550 - Intercollegiate Athletics               ,578,,520,191,739,,586,280,860,,605,230,948,,683,175,870,
,,083610 - Recreation Assistant                    ,,,,,,,,,,,,,,,,,21,
,,083700 - Health Education                        ,749,,488,80,827,,509,95,858,,667,120,904,,692,85,440,
,,085000 - Sign Language                           ,561,,393,74,467,,418,80,466,,462,70,552,,469,84,511,
,,085010 - Sign Language Interpreting              ,,,16,,,,13,,,,,,,,14,,13,
,,089900 - Other Education                         ,33,,37,18,27,,26,17,24,,19,,31,,24,,31,
,,"090100 - Engineering, General (requires Calculus)",59,,36,,66,,59,,70,,67,,70,,66,27,85,
,,093400 - Electronics and Electric Technology     ,22,,44,,19,,63,,51,,95,,27,,93,,67,
,,093440 - Electrical Systems and Power Transmissio,30,,,,20,,,,23,,,,21,,,,23,
,,094500 - Industrial Systems Technology and Mainte,192,,183,,215,,194,,249,,223,,250,,207,,234,
,,094600 - Environmental Control Technology        ,42,,43,,52,,48,,54,,52,,104,,111,,125,
,,094800 - Automotive Technology                   ,183,,217,,219,,232,,282,,295,,367,,326,14,404,
,,095200 - Construction Crafts Technology          ,65,,44,,96,,65,,94,,60,,109,,103,,118,
,,095210 - Carpentry                               ,39,,32,,37,,44,,42,,44,,42,,48,,53,
,,095220 - Electrical                              ,157,,161,,217,,201,,283,,239,,352,,271,,307,
,,"095230 - Plumbing, Pipefitting and Steamfitting  ",14,,,,23,,,,24,,,,21,,,,22,
,,095250 - Mill and Cabinet Work                   ,10,,11,,17,,17,,20,,17,,22,,19,,27,
,,095300 - Drafting Technology                     ,,,,,,,,,,,,,,,,,12,
,,095310 - Architectural Drafting                  ,3,,2,,,,2,,1,,,,,,,,,
,,095340 - Mechanical Drafting                     ,16,,18,,11,,36,,21,,37,,13,,27,,16,
,,095600 - Manufacturing and Industrial Technology ,,,19,,,,19,,,,18,,,,18,,,
,,095650 - Welding Technology                      ,258,,260,21,294,,295,16,315,,313,,321,,308,,326,
,,095700 - Civil and Construction Management Techno,,,,,,,,,25,,,,19,,,,26,
,,095720 - Construction Inspection                 ,,,39,,,,36,,,,51,,,,66,,,
,,095800 - Water and Wastewater Technology         ,15,,7,,9,,16,,13,,13,,4,,,,,
,,"100100 - Fine Arts, General                      ",12,,11,,,,11,,,,19,,,,20,,,
,,100200 - Art                                     ,890,,755,147,992,,826,202,970,,912,202,863,,806,176,"1,002",
,,100210 - Painting and Drawing                    ,27,,37,,24,,42,,25,,50,,23,,51,,19,
,,100220 - Sculpture                               ,21,,,,22,,,,26,,,,25,,,,25,
,,100230 - Ceramics                                ,31,,22,,21,,28,,27,,26,,48,,49,,42,
,,100400 - Music                                   ,485,,517,155,714,,571,153,848,,561,139,810,,765,144,797,
,,100500 - Commercial Music                        ,36,,34,,59,,58,,45,,51,,43,,39,,38,
,,100600 - Technical Theater                       ,27,,45,,35,,59,,67,,96,,56,,75,,94,
,,100700 - Dramatic Arts                           ,285,,193,96,445,,294,152,421,,281,151,414,,206,145,431,
,,100800 - Dance                                   ,88,,159,,185,,196,,176,,184,,195,,168,,195,
,,100900 - Applied Design                          ,,,,,,,,,,,20,,,,14,,,
,,101100 - Photography                             ,23,,22,,25,,12,,24,,16,,25,,23,,25,
,,103000 - Graphic Art and Design                  ,29,,68,,77,,78,,99,,82,,99,,90,,65,
,,110500 - Spanish                                 ,508,,466,186,486,,440,186,506,,442,242,564,,442,239,617,
,,111900 - Portuguese                              ,,,,,23,,,,19,,,,,,,,,
,,"120100 - Health Occupations, General             ",91,,210,109,101,,209,109,124,,205,130,223,,425,151,371,
,,122100 - Pharmacy Technology                     ,98,,96,18,86,,94,22,75,,90,22,96,,116,27,110,
,,122200 - Physical Therapist Assistant            ,166,,181,,180,,207,,190,,187,,178,,188,,177,
,,122800 - Athletic Training and Sports Medicine   ,81,,75,,92,,95,,77,,98,,120,,94,,112,
,,123000 - Nursing                                 ,33,,36,27,33,,43,22,53,,73,60,79,,102,51,77,
,,123010 - Registered Nursing                      ,538,,448,64,468,,504,88,649,,749,53,858,,868,67,876,
,,123030 - Certified Nurse Assistant               ,34,,29,14,39,,45,15,48,,49,41,56,,38,29,43,
,,125000 - Emergency Medical Services              ,46,,66,,64,,63,,74,,70,,79,,87,,88,
,,125100 - Paramedic                               ,,,,,,,,,,,,11,11,,20,17,15,
,,127000 - Kinesiology                             ,153,,104,,189,,112,,182,,152,21,185,,150,26,246,
,,"130100 - Family and Consumer Sciences, General   ",455,,449,103,393,,375,112,105,,111,63,,,,,,
,,130300 - Fashion                                 ,119,,114,,208,,135,,151,,144,,164,,147,,145,
,,130310 - Fashion Design                          ,86,,76,,117,,68,,105,,76,,115,,93,,81,
,,130320 - Fashion Merchandising                   ,30,,57,,38,,69,,34,,34,,15,,21,,12,
,,130500 - Child Development/Early Care and Educati,"1,021",,908,121,"1,070",,944,154,911,,959,162,"1,066",,"1,101",171,"1,183",
,,130520 - Children with Special Needs             ,,,31,,83,,35,,26,,3,1,26,,22,,42,
,,130550 - The School Age Child                    ,,,,,15,,,,15,,,,21,,,,25,
,,130580 - Child Development Administration and Man,,,,,13,,,3,1,,,,,,,,30,
,,130590 - Infants and Toddlers                    ,15,,9,,46,,,,11,,,,16,,10,,20,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",86,,61,11,97,,63,13,380,,333,67,409,,373,75,438,
,,130630 - Culinary Arts                           ,46,,59,2,84,,142,7,152,,181,5,175,,187,11,191,
,,130710 - Restaurant and Food Services and Managem,5,,3,,,,,,,,,,,,,,,
,,140200 - Paralegal                               ,81,,69,,101,,101,1,83,,91,3,101,,120,,109,
,,150100 - English                                 ,"3,632",,"2,758",442,"3,806",,"3,197",582,"3,975",,"3,256",575,"3,988",,"3,343",603,"4,069",
,,150110 - Linguistics                             ,82,,115,79,86,,97,82,90,,111,82,121,,79,72,118,
,,150600 - Speech Communication                    ,"1,653",,"1,254",430,"1,664",,"1,512",467,"1,816",,"1,610",620,"2,013",,"1,626",617,"1,972",
,,150700 - Creative Writing                        ,42,,48,,39,,37,,38,,48,,40,,46,,47,
,,150900 - Philosophy                              ,347,,338,111,275,,352,125,299,,354,204,380,,383,106,347,
,,151000 - Religious Studies                       ,22,,,,,,,,9,,,,,,,,,
,,"160100 - Library Science, General                ",318,,407,155,396,,369,145,408,,470,173,462,,458,180,444,
,,"170100 - Mathematics, General                    ","2,458",,"2,225",481,"3,072",,"2,364",648,"2,738",,"2,456",807,"3,148",,"2,536",751,"2,987",
,,"190100 - Physical Sciences, General              ",58,,49,,82,,68,16,71,,75,,171,,161,,235,
,,"190200 - Physics, General                        ",99,,142,,146,,136,,126,,150,,146,,171,,184,
,,"190500 - Chemistry, General                      ",451,,447,141,567,,569,165,642,,660,169,686,,678,164,736,
,,191100 - Astronomy                               ,40,,84,125,49,,94,24,101,,113,58,125,,112,55,162,
,,191400 - Geology                                 ,129,,142,25,126,,168,,147,,185,,140,,138,,75,
,,193000 - Earth Science                           ,47,,112,32,104,,115,31,167,,166,42,54,,62,40,57,
,,"200100 - Psychology, General                     ",297,,275,35,232,,259,40,244,,279,40,361,,427,68,401,
,,209900 - Other Psychology                        ,84,,118,,74,,112,10,59,,141,,75,,120,,89,
,,210400 - Human Services                          ,131,,100,1,101,,99,8,122,,118,4,130,,140,3,150,
,,210500 - Administration of Justice               ,945,,760,83,931,,789,99,865,,873,107,904,,881,40,892,
,,210510 - Corrections                             ,55,,18,,38,,26,,18,,22,,20,,47,,17,
,,210550 - Police Academy                          ,131,,134,,165,,202,,203,,174,,217,,221,48,322,
,,213300 - Fire Technology                         ,210,,166,,214,,195,,256,,295,,245,,312,,267,
,,213350 - Fire Academy                            ,,,47,,12,,46,,,,50,,15,,,,29,
,,214000 - Legal and Community Interpretation      ,,,15,,,,12,1,2,,17,2,3,,17,,4,
,,"220100 - Social Sciences, General                ","1,029",,814,208,945,,829,210,982,,835,262,"1,025",,947,225,"1,098",
,,220200 - Anthropology                            ,416,,299,65,367,,312,90,336,,375,125,348,,360,77,352,
,,220220 - Archaeology                             ,,,21,,,,27,,,,31,,,,16,,,
,,220300 - Ethnic Studies                          ,298,,479,100,678,,935,419,"1,152",,"1,162",447,"1,367",,"1,390",542,"1,615",
,,220400 - Economics                               ,369,,325,49,301,,389,62,349,,387,41,381,,424,,350,
,,220500 - History                                 ,"1,623",,"1,423",640,"1,582",,"1,315",794,"1,559",,"1,556",791,"1,603",,"1,610",612,"1,622",
,,220600 - Geography                               ,305,,418,214,531,,495,179,594,,509,246,618,,569,240,667,
,,220700 - Political Science                       ,"1,126",,905,453,"1,078",,966,546,"1,096",,"1,111",544,"1,047",,"1,142",488,"1,155",
,,220800 - Sociology                               ,"1,066",,814,352,941,,877,426,987,,"1,017",432,955,,916,465,"1,007",
,,300700 - Cosmetology and Barbering               ,8,,5,2,2,,,,15,,15,,13,,13,,16,
,,493010 - Career Guidance and Orientation         ,329,,231,41,338,,248,55,307,,244,46,333,,337,52,432,
,,493013 - Academic Guidance                       ,264,,311,58,292,,363,50,381,,360,52,309,,336,67,454,
,,493072 - Leadership Skills Development           ,16,,16,,16,,20,,11,,13,,11,,13,,30,
,,493087 - English as a Second Language - Integrate,10,,8,,6,,7,,6,,12,,11,,8,,11,
,,493200 - General Work Experience                 ,26,,46,5,36,,42,4,71,,78,10,112,,155,13,165,
,Credit - Not Degree Applicable                     Total,,"1,620",,"1,100",184,"1,515",,"1,050",296,"1,582",,"1,255",291,"1,612",,"1,055",302,"1,646",
,,"050100 - Business and Commerce, General          ",20,,,,27,,,,,,30,,,,25,,,
,,050500 - Business Administration                 ,,,7,,,,,,17,,,,18,,,,27,
