,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,093400 - Electronics and Electric Technology     ,,,26,,,,20,,,,28,,,,31,,,
,,"095330 - Electrical, Electronic, and Electro-Mech",35,,8,,33,,15,,43,,10,,48,,14,,46,
,,150100 - English                                 ,464,,293,36,447,,356,83,633,,414,69,627,,361,56,595,
,,170200 - Mathematics Skills                      ,976,,724,105,911,,616,169,750,,624,190,742,,534,160,747,
,,210550 - Police Academy                          ,61,,,43,55,,,44,27,,60,,43,,,59,60,
,,"220100 - Social Sciences, General                ",11,,6,,3,,9,,5,,6,,5,,2,,7,
,,493011 - Interpersonal Skills                    ,17,,13,,22,,15,,24,,28,,27,,21,,32,
,,493013 - Academic Guidance                       ,,,,,,,,,61,,39,31,75,,28,27,84,
,,493014 - Study Skills                            ,15,,12,,,,,,,,,,,,,,,
,,493084 - English as a Second Language - Writing  ,7,,5,,7,,8,,9,,6,,8,,13,,15,
,,493085 - English as a Second Language - Reading  ,7,,3,,6,,7,,7,,5,,6,,11,,16,
,,493086 - English as a Second Language - Listening,7,,3,,4,,4,,6,,5,1,13,,15,,17,
