,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Irvine Total,,,"30,267",,"26,889","9,585","28,839",,"28,567","10,886","33,427",,"32,725","12,215","36,066",,"35,413","13,189",220,
,Credit - Degree Applicable                         Total,,"28,549",,"25,827","9,473","27,647",,"27,531","10,699","31,997",,"31,634","12,024","34,698",,"34,305","12,958",95,
,,030200 - Environmental Studies                   ,104,,70,38,100,,97,51,111,,100,41,96,,89,62,,
,,030300 - Environmental Technology                ,40,,39,39,35,,20,39,42,,36,38,32,,42,40,,
,,"040100 - Biology, General                        ","1,055",,721,384,897,,860,416,978,,998,413,965,,"1,040",548,,
,,"040200 - Botany, General                         ",18,,19,,,,,,,,,,,,,,,
,,"040700 - Zoology, General                        ",20,,18,,,,,,,,,,,,,,,
,,040800 - Natural History                         ,28,,,,,,25,,28,,25,,,,,,,
,,043000 - Biotechnology and Biomedical Technology ,65,,210,27,51,,190,,93,,162,15,149,,240,16,,
,,050200 - Accounting                              ,890,,712,320,870,,758,334,913,,881,394,"1,090",,"1,057",421,,
,,050210 - Tax Studies                             ,67,,50,32,87,,85,21,92,,104,37,56,,31,59,,
,,050500 - Business Administration                 ,,,,,,,,,,,,,,,41,,,
,,050600 - Business Management                     ,740,,618,313,690,,629,388,823,,684,431,823,,763,393,,
,,050640 - Small Business and Entrepreneurship     ,249,,790,45,337,,838,41,328,,552,60,373,,674,59,,
,,050800 - International Business and Trade        ,36,,,,39,,,,40,,,,67,,,,,
,,050900 - Marketing and Distribution              ,33,,23,,36,,35,,36,,32,,39,,41,,,
,,051000 - Logistics and Materials Transportation  ,,,,,,,,,,,20,,,,20,,,
,,051100 - Real Estate                             ,262,,331,78,366,,284,138,306,,328,137,313,,358,142,,
,,051110 - Escrow                                  ,16,,,,,,,,,,,,,,,,,
,,051400 - Office Technology/Office Computer Applic,102,,72,27,38,,55,40,49,,55,31,53,,81,26,,
,,060200 - Journalism                              ,29,,,,,,,,,,,,,,,,,
