,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Saddleback Total,,,"46,108",,"42,723","17,297","44,224",,"44,175","18,784","47,447",,"48,629","21,474","52,324",,"52,204","22,109",174,
,Credit - Degree Applicable                         Total,,"45,137",,"42,095","17,146","43,734",,"43,587","18,611","47,014",,"48,082","21,340","51,683",,"51,659","22,027",69,
,,010900 - Horticulture                            ,413,,277,,378,,484,99,461,,468,112,389,,469,46,,
,,010910 - Landscape Design and Maintenance        ,87,,60,,101,,67,,61,,48,,63,,68,,,
,,011500 - Natural Resources                       ,22,,12,,11,,14,,20,,19,1,21,,16,1,,
,,020100 - Architecture and Architectural Technolog,458,,427,192,347,,391,202,414,,383,191,420,,415,156,,
,,030200 - Environmental Studies                   ,337,,358,90,383,,343,114,305,,354,177,362,,337,190,,
,,030300 - Environmental Technology                ,3,,1,3,11,,2,6,3,,7,6,1,,10,6,,
,,"040100 - Biology, General                        ",836,,761,193,768,,896,216,850,,866,235,862,,866,240,,
,,041000 - Anatomy and Physiology                  ,755,,777,113,778,,780,109,796,,823,97,856,,842,122,,
,,"050100 - Business and Commerce, General          ",181,,213,57,201,,201,70,335,,221,74,323,,229,86,,
,,050200 - Accounting                              ,950,,858,382,900,,994,443,940,,"1,032",491,"1,068",,"1,224",553,,
,,050210 - Tax Studies                             ,100,,134,101,80,,96,109,100,,133,108,135,,140,104,,
,,050400 - Banking and Finance                     ,,,,,,,49,,,,44,,31,,74,,,
,,050500 - Business Administration                 ,"1,113",,"1,068",498,"1,288",,"1,226",586,"1,273",,"1,399",691,"1,831",,"1,726",718,,
,,050600 - Business Management                     ,,,15,,,,33,,,,27,,,,32,,,
,,050630 - Management Development and Supervision  ,101,,107,32,103,,135,41,133,,164,32,112,,133,34,,
,,050640 - Small Business and Entrepreneurship     ,58,,72,30,21,,79,41,58,,58,36,50,,123,41,,
,,050650 - Retail Store Operations and Management  ,16,,,,13,,,,,,,,,,27,,,
,,050800 - International Business and Trade        ,,,49,,,,28,,,,19,,,,28,,,
,,050900 - Marketing and Distribution              ,216,,202,71,262,,209,82,228,,283,73,357,,386,75,,
,,051000 - Logistics and Materials Transportation  ,,,,,,,,,,,,,27,,12,,,
,,051100 - Real Estate                             ,595,,574,339,544,,615,282,574,,569,275,533,,425,195,,
,,051110 - Escrow                                  ,37,,33,,30,,29,,19,,33,,29,,14,,,
,,051800 - Customer Service                        ,,,,,,,,,,,,,,,17,,,
,,060200 - Journalism                              ,87,,71,23,83,,73,25,63,,76,27,76,,65,22,,
