,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,"190200 - Physics, General                        ",136,10,227,88,159,21,176,115,170,12,194,103,183,33,165,118,182,33
,,"190500 - Chemistry, General                      ",507,60,447,170,313,75,295,170,423,92,387,162,398,113,401,189,417,103
,,191100 - Astronomy                               ,200,77,150,123,254,77,182,90,190,74,223,142,269,90,287,202,247,119
,,191400 - Geology                                 ,32,,51,32,12,,45,40,43,,47,35,54,,37,27,24,
,,"200100 - Psychology, General                     ",582,131,502,275,492,181,428,302,782,183,434,263,589,174,581,269,751,192
,,210500 - Administration of Justice               ,117,,116,70,113,,127,122,164,,215,78,132,,216,47,182,
,,219900 - Other Public and Protective Services    ,,43,61,49,63,25,88,31,144,74,215,51,219,105,159,36,166,55
,,220200 - Anthropology                            ,90,58,207,93,196,90,242,81,348,97,243,95,298,87,221,92,364,89
,,220220 - Archaeology                             ,,,,,,,18,,24,,36,,32,,,,34,
,,220300 - Ethnic Studies                          ,78,,86,61,265,54,299,187,407,120,386,187,477,219,462,250,699,295
,,220400 - Economics                               ,142,35,171,,76,,72,,79,,126,,92,,104,,105,
,,220500 - History                                 ,483,139,379,184,531,200,520,425,766,282,666,322,835,350,709,368,897,335
,,220600 - Geography                               ,46,,14,29,72,,11,35,59,,29,65,54,,31,35,57,
,,220700 - Political Science                       ,254,85,223,99,235,109,252,184,297,115,237,131,284,132,325,97,363,133
,,220800 - Sociology                               ,420,118,245,264,534,147,499,355,713,165,555,174,695,139,616,234,782,174
,,300700 - Cosmetology and Barbering               ,524,68,609,109,689,113,648,184,672,200,697,251,693,234,668,231,670,215
,,493010 - Career Guidance and Orientation         ,219,12,283,85,500,30,367,91,616,39,777,82,662,73,620,925,811,93
,,493084 - English as a Second Language - Writing  ,,,,,14,,10,,23,,30,,16,,14,,20,
,,493200 - General Work Experience                 ,70,4,32,63,44,6,101,51,132,3,181,37,56,6,137,39,143,
,Credit - Not Degree Applicable                     Total,,109,55,65,39,87,23,88,27,73,,44,29,94,,74,15,106,
,,094700 - Diesel Technology                       ,12,,19,,30,,27,,28,,24,,28,,33,,27,
,,095200 - Construction Crafts Technology          ,,,,,14,,,,8,,,,16,,,,12,
,,095290 - Roofing                                 ,18,,,,7,,,,17,,,,18,,,,31,
,,095650 - Welding Technology                      ,15,,12,,12,,20,,20,,20,,10,,14,,13,
,,150100 - English                                 ,64,33,34,25,24,23,41,,,,,,,,,,,
,,300700 - Cosmetology and Barbering               ,,22,,14,,,,27,,,,29,22,,27,15,23,
