,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
LA Trade Total,,,"19,965","3,203","17,720","5,493","22,040","3,772","21,380","6,570","27,112","4,218","24,459","6,222","28,002","4,933","26,606","7,899","30,027","4,900"
,Credit - Degree Applicable                         Total,,"19,856","3,148","17,655","5,454","21,953","3,749","21,292","6,543","27,039","4,218","24,415","6,193","27,908","4,933","26,532","7,884","29,921","4,900"
,,020100 - Architecture and Architectural Technolog,173,12,121,16,170,,186,7,238,5,214,27,190,,219,32,285,7
,,030100 - Environmental Science                   ,31,10,48,13,43,12,14,31,32,12,68,23,53,15,20,13,64,13
,,"040100 - Biology, General                        ",392,27,153,34,272,,207,32,368,,297,19,380,17,342,39,429,
,,040300 - MicroBiology                            ,112,,44,,47,,25,18,43,,57,,45,,62,,54,
,,041000 - Anatomy and Physiology                  ,192,22,114,27,53,,69,11,144,,125,,130,,161,,151,
,,043000 - Biotechnology and Biomedical Technology ,6,,11,11,,,8,7,6,,1,25,5,,13,8,26,
,,050200 - Accounting                              ,102,12,70,,96,14,100,,119,,130,,138,,112,,181,
,,050400 - Banking and Finance                     ,24,,8,,29,,18,,26,,24,,51,,67,,74,
,,050500 - Business Administration                 ,403,66,400,180,425,91,431,180,475,107,513,99,670,84,582,121,563,78
,,050600 - Business Management                     ,34,23,63,21,71,29,88,27,81,22,115,,,,30,,,
,,050630 - Management Development and Supervision  ,58,,91,,96,,101,,139,,103,,114,,109,,150,
,,050640 - Small Business and Entrepreneurship     ,,,,,,,,,,,,13,69,27,73,25,70,29
,,050900 - Marketing and Distribution              ,69,,35,,85,,86,,91,,94,,78,,74,,92,
,,051100 - Real Estate                             ,131,,118,,129,,149,,112,,139,,175,,125,,164,
,,051400 - Office Technology/Office Computer Applic,262,38,245,38,247,35,227,38,352,56,216,57,321,50,223,60,251,33
,,051600 - Labor and Industrial Relations          ,31,34,173,79,287,24,289,69,446,62,295,41,352,26,404,76,317,59
,,060600 - Public Relations                        ,,,,,,,,,12,,,,23,,10,,24,
,,061220 - Film Production                         ,,,,,,,,,28,,,,,,33,12,33,
,,061400 - Digital Media                           ,247,35,242,24,192,40,274,44,338,48,261,71,282,42,312,106,263,43
,,061420 - Electronic Game Design                  ,,,,,,,,,,,,,,,,,21,
,,"070100 - Information Technology, General         ",189,21,57,,262,,78,,156,,72,,155,,84,,144,
,,070700 - Computer Software Development           ,,,15,,,,17,,,,15,,,,20,,,
,,070710 - Computer Programming                    ,151,36,134,33,168,32,163,30,159,33,183,20,129,27,146,27,105,25
,,070730 - Computer Systems Analysis               ,38,,44,,59,,41,,49,,47,,57,,53,22,66,32
,,070800 - Computer Infrastructure and Support     ,52,,52,24,54,23,60,26,41,23,39,21,28,29,45,22,36,25
,,070900 - World Wide Web Administration           ,35,,18,,35,,17,,35,,21,,34,,19,,16,
,,"080100 - Education, General                      ",,,,,,,,,16,,,,,,12,,,
,,083500 - Physical Education                      ,133,73,94,120,171,62,82,126,139,41,73,123,136,49,191,106,123,37
,,083550 - Intercollegiate Athletics               ,33,23,12,9,31,18,24,21,34,24,27,29,51,28,29,35,41,35
,,083700 - Health Education                        ,324,65,366,92,334,41,338,92,603,34,335,100,594,40,447,145,491,38
,,085010 - Sign Language Interpreting              ,124,32,182,43,145,28,111,49,146,15,85,87,163,19,85,74,135,30
,,"090100 - Engineering, General (requires Calculus)",101,18,162,11,165,11,62,27,132,14,221,47,163,10,282,90,186,50
,,093400 - Electronics and Electric Technology     ,115,33,83,18,110,39,118,51,145,51,147,52,146,70,157,68,197,71
,,093410 - Computer Electronics                    ,31,,13,,46,,26,,56,,28,,34,,12,,39,
,,093430 - Telecommunications Technology           ,,,,,,,,,,,,,,,17,,,
,,093440 - Electrical Systems and Power Transmissio,48,,50,,45,,98,33,149,17,109,7,102,,95,,126,
,,093600 - Printing and Lithography                ,,,,,,,,,7,,,,18,,,,15,
,,094500 - Industrial Systems Technology and Mainte,52,,79,,21,,62,,47,,93,,115,,74,,35,
,,094600 - Environmental Control Technology        ,304,58,299,74,297,25,387,114,456,38,497,98,535,70,488,108,590,65
,,094700 - Diesel Technology                       ,159,17,191,10,368,16,311,19,571,18,149,11,292,21,276,25,372,48
,,094740 - Railroad and Light Rail Operations      ,75,,58,11,100,,90,10,100,,103,19,144,,120,14,104,
,,094800 - Automotive Technology                   ,542,103,525,195,820,174,809,199,"1,055",169,987,314,"1,129",182,"1,043",291,"1,094",212
,,"094830 - Motorcycle, Outboard and Small Engine Re",30,,33,,35,,53,,62,,62,,64,,63,,60,
,,094900 - Automotive Collision Repair             ,100,38,87,37,122,29,111,39,118,42,146,24,176,41,182,38,211,32
,,094910 - Upholstery Repair - Automotive          ,,7,,6,,3,,4,,2,,2,,,,4,,
,,095200 - Construction Crafts Technology          ,79,24,63,33,97,77,155,53,170,109,146,29,108,86,153,34,113,70
,,095210 - Carpentry                               ,463,66,385,78,622,35,573,71,688,76,669,95,809,94,768,170,749,66
,,095220 - Electrical                              ,"2,604",405,"2,253",470,"2,896",491,"2,941",465,"3,072",482,"3,265",440,"3,171",676,"3,399",638,"3,210",583
,,"095230 - Plumbing, Pipefitting and Steamfitting  ",288,37,331,53,394,28,476,49,508,39,472,67,579,23,568,72,664,50
,,095300 - Drafting Technology                     ,56,,12,9,64,,21,9,76,,30,26,77,,36,27,91,
,,095400 - Chemical Technology                     ,5,,11,,,,,,,,,,,,,,7,
,,095600 - Manufacturing and Industrial Technology ,,11,22,,,,27,,,,,22,,,,13,,
,,095630 - Machining and Machine Tools             ,78,,113,,128,,130,,127,,108,,129,,137,,214,
,,095650 - Welding Technology                      ,352,19,301,20,324,,324,52,359,29,440,62,475,53,507,60,571,45
,,095670 - Industrial and Occupational Safety and H,12,,,,16,,,,15,,,,26,,,,17,
,,095700 - Civil and Construction Management Techno,52,,68,,74,20,161,47,173,,111,36,152,36,144,50,200,28
,,095800 - Water and Wastewater Technology         ,267,25,230,59,173,21,109,24,160,,158,,243,,150,,210,
,,"100100 - Fine Arts, General                      ",282,,327,200,271,67,357,220,475,73,297,191,477,109,335,224,556,104
,,100200 - Art                                     ,,,25,,32,,13,,27,,14,,20,,17,,19,
,,100210 - Painting and Drawing                    ,53,,53,,78,,68,23,75,,70,25,80,,147,20,77,
,,100400 - Music                                   ,143,59,111,102,101,73,113,130,125,51,154,82,167,85,173,137,202,90
,,100700 - Dramatic Arts                           ,27,,31,15,40,,34,29,30,,28,,33,,31,,34,
,,101300 - Commercial Art                          ,62,,33,,78,,84,,99,,65,,109,,126,32,128,
,,103000 - Graphic Art and Design                  ,182,22,181,35,237,39,253,69,381,54,406,25,257,40,277,38,316,43
,,110200 - French                                  ,28,,17,,36,,26,,37,,26,,33,,24,,38,
,,110500 - Spanish                                 ,127,33,107,24,81,20,136,29,125,15,57,30,142,21,99,14,130,13
,,"120100 - Health Occupations, General             ",304,,66,51,181,41,183,25,263,,123,48,224,,339,70,414,
,,123010 - Registered Nursing                      ,297,39,378,41,323,37,296,38,385,40,347,39,407,36,371,,322,
,,127000 - Kinesiology                             ,121,14,98,,11,29,84,16,32,11,29,,59,,44,,62,
,,130310 - Fashion Design                          ,598,126,616,129,721,149,833,158,868,158,832,225,892,195,922,188,948,162
,,130320 - Fashion Merchandising                   ,148,23,134,26,132,18,132,21,149,18,114,10,110,,148,30,104,
,,130330 - Fashion Production                      ,,,,,,,,,,,,,64,,70,,64,
,,130500 - Child Development/Early Care and Educati,674,18,451,81,529,96,479,117,603,114,568,106,581,108,491,130,611,49
,,130550 - The School Age Child                    ,,,6,,,,10,,,,13,,,,,,,
,,130590 - Infants and Toddlers                    ,,,,,,,,,,,,,24,,27,33,26,
,,130630 - Culinary Arts                           ,873,50,802,116,"1,032",98,"1,007",140,"1,262",86,"1,292",73,"1,401",89,"1,227",115,"1,413",78
,,130700 - Hospitality                             ,,,,,,,,,,,,,29,,26,,25,
,,130710 - Restaurant and Food Services and Managem,23,,18,,22,,21,,,,39,,,,,,,
,,140200 - Paralegal                               ,26,,7,,5,,6,,12,,8,,23,,29,,19,
,,150100 - English                                 ,949,254,864,324,"1,232",237,922,342,"1,492",281,"1,278",442,"1,541",298,"1,294",352,"1,708",344
,,150600 - Speech Communication                    ,419,130,338,228,463,115,432,300,531,132,489,270,638,137,507,313,679,138
,,150900 - Philosophy                              ,94,24,86,60,133,7,119,56,171,15,69,53,176,7,188,89,157,14
,,159900 - Other Humanities                        ,137,49,110,88,150,50,111,83,163,50,86,78,204,48,169,78,205,53
,,"160100 - Library Science, General                ",14,20,9,11,12,14,15,10,28,13,20,,33,31,21,,31,28
,,"170100 - Mathematics, General                    ","1,216",57,705,281,"1,073",113,931,200,980,83,823,212,"1,036",159,904,237,"1,275",144
