,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Marin Total,,,"11,075",,"10,887","1,587","11,352",,"11,240","1,911","11,908",,"11,769","2,215","12,268",,"11,873","2,358","12,846",
,Credit - Degree Applicable                         Total,,"10,895",,"10,704","1,452","10,779",,"11,035","1,876","11,709",,"11,654","2,183","12,131",,"11,756","2,304","12,679",
,,020100 - Architecture and Architectural Technolog,62,,62,,50,,63,,46,,74,,63,,79,15,81,
,,030100 - Environmental Science                   ,28,,19,,59,,17,,19,,24,,41,,24,,20,
,,"040100 - Biology, General                        ",428,,323,50,432,,390,50,445,,404,46,471,,428,51,552,
,,"040200 - Botany, General                         ",,,,,,,26,,,,,,,,21,,,
,,040300 - MicroBiology                            ,46,,55,,47,,37,,49,,46,,48,,72,,53,
,,"040700 - Zoology, General                        ",23,,,,,,14,,,,20,,,,,,,
,,040800 - Natural History                         ,,,13,11,,,,,,,,,,,15,,,
,,041000 - Anatomy and Physiology                  ,195,,181,,190,,152,,166,,160,,181,,173,,187,
,,"050100 - Business and Commerce, General          ",215,,200,73,201,,153,63,201,,138,62,195,,142,86,223,
,,050200 - Accounting                              ,127,,148,10,134,,145,12,143,,145,20,143,,143,20,157,
,,050400 - Banking and Finance                     ,22,,55,,31,,56,,61,,63,,49,,63,,83,
,,050500 - Business Administration                 ,81,,29,28,99,,102,35,97,,86,35,92,,110,34,81,
,,050600 - Business Management                     ,16,,,,32,,,,34,,,20,30,,,,,
,,050640 - Small Business and Entrepreneurship     ,41,,75,,72,,105,23,59,,115,13,49,,78,21,46,
,,050800 - International Business and Trade        ,,,8,,,,17,,,,,,,,,,,
,,050900 - Marketing and Distribution              ,30,,27,,27,,18,,28,,29,,9,,21,,26,
,,050970 - E-Commerce (Business emphasis)          ,,,,,,,33,23,15,,17,11,20,,19,16,24,
,,051100 - Real Estate                             ,133,,106,,107,,103,,121,,88,,124,,88,,100,
,,051110 - Escrow                                  ,,,33,,,,17,,,,11,,,,,,,
,,051430 - Court Reporting                         ,79,,53,20,63,,60,15,105,,102,27,161,,94,25,127,
,,"060100 - Media and Communications, General       ",372,,342,22,172,,139,,152,,127,11,146,,137,,130,
,,060200 - Journalism                              ,,,9,,,,,,,,7,,,,,,,
,,060420 - Television (including combined TV/Film/V,,,,,,,,,,,20,,,,25,,,
,,060700 - Technical Communication                 ,13,,,,,,9,,6,,13,,8,,10,,44,
,,061200 - Film Studies                            ,,,10,,,,,,13,,,,,,,,,
,,061210 - Film History and Criticism              ,51,,35,,46,,55,,39,,41,,53,,28,,46,
,,061220 - Film Production                         ,10,,,,21,,,,21,,,,36,,,,12,
,,061400 - Digital Media                           ,,,5,,,,,,,,,,,,,,,
,,061410 - Multimedia                              ,51,,42,,37,,46,,48,,51,9,40,,40,,22,
,,061420 - Electronic Game Design                  ,4,,13,,12,,6,25,13,,7,22,9,,4,19,15,
,,061430 - Website Design and Development          ,17,,46,,32,,24,,25,,23,,29,,14,,6,
,,061450 - Desktop Publishing                      ,8,,,,,,6,,,,,,,,,,,
,,"070100 - Information Technology, General         ",11,,,11,,,25,21,,,20,13,,,26,,,
,,070200 - Computer Information Systems            ,101,,121,32,30,,136,28,66,,80,24,52,,118,33,44,
,,070210 - Software Applications                   ,48,,43,19,52,,45,17,45,,48,24,38,,41,,52,
,,070600 - Computer Science (Transfer)             ,100,,82,,100,,89,,108,,97,,98,,85,,85,
,,070710 - Computer Programming                    ,26,,24,,67,,22,,25,,25,,42,,28,,47,
,,070720 - Database Design and Administration      ,,,,,22,,,,17,,12,,27,,,,38,
,,070810 - Computer Networking                     ,,,25,,,,,,12,,,,,,,,,
,,"080100 - Education, General                      ",,,,,,,,,8,,,,,,,,,
,,083500 - Physical Education                      ,92,,99,,98,,100,,95,,112,,98,,107,,100,
,,083510 - Physical Fitness and Body Movement      ,36,,63,4,63,,92,21,87,,77,18,94,,94,,117,
,,083550 - Intercollegiate Athletics               ,197,,107,31,187,,62,33,139,,101,63,147,,104,74,201,
,,083580 - Adapted Physical Education              ,19,,21,2,24,,8,1,9,,3,2,7,,9,6,9,
,,083700 - Health Education                        ,71,,93,29,95,,81,32,95,,86,24,84,,76,30,76,
,,085000 - Sign Language                           ,28,,30,,45,,50,25,80,,86,22,71,,70,22,81,
,,"090100 - Engineering, General (requires Calculus)",13,,27,,4,,42,,10,,40,,5,,38,,9,
,,"092400 - Engineering Technology, General (require",,,,,,,,,8,,,,11,,,,18,
,,093400 - Electronics and Electric Technology     ,,,20,,,,,,,,,,15,,,,26,
,,094800 - Automotive Technology                   ,127,,148,43,133,,126,45,185,,174,47,195,,227,38,221,
,,094840 - Alternative Fuels and Advanced Transport,,,,,,,,,2,,,,1,,,,1,
,,094900 - Automotive Collision Repair             ,33,,59,27,52,,67,26,78,,70,23,85,,73,21,90,
,,095310 - Architectural Drafting                  ,25,,29,,32,,23,,36,,30,,35,,23,,40,
,,095630 - Machining and Machine Tools             ,42,,66,,23,,33,,29,,29,,50,,51,,54,
,,095650 - Welding Technology                      ,2,,15,,53,,61,,54,,69,,59,,78,,61,
,,"100100 - Fine Arts, General                      ",162,,146,,161,,177,,131,,102,14,189,,148,15,190,
,,100200 - Art                                     ,108,,170,39,170,,220,33,182,,219,31,162,,194,50,139,
,,100210 - Painting and Drawing                    ,27,,73,,62,,74,9,57,,87,21,62,,76,,75,
,,100220 - Sculpture                               ,15,,38,,34,,28,,28,,33,,37,,28,,30,
,,100230 - Ceramics                                ,73,,117,25,114,,121,47,110,,153,50,125,,123,24,144,
,,100400 - Music                                   ,243,,320,17,289,,260,51,340,,347,68,328,,365,44,378,
,,100500 - Commercial Music                        ,16,,32,,18,,25,,23,,,,,,,,,
,,100600 - Technical Theater                       ,29,,35,,45,,30,,35,,51,,50,,41,,45,
,,100700 - Dramatic Arts                           ,58,,77,,89,,60,,99,,123,,126,,82,,92,
,,100800 - Dance                                   ,160,,200,31,107,,187,,165,,189,,154,,196,16,167,
,,100910 - Jewelry                                 ,22,,43,,37,,38,,33,,42,,39,,33,,36,
,,101200 - Applied Photography                     ,,,,,30,,23,,19,,26,,18,,35,,31,
,,103000 - Graphic Art and Design                  ,53,,48,,61,,46,,60,,50,28,62,,58,46,41,
,,109900 - Other Fine and Applied Arts             ,,,,,,,,,,,,,,,18,,14,
,,110200 - French                                  ,60,,69,,55,,61,,70,,72,,60,,69,,70,
,,110400 - Italian                                 ,,,,,,,,,21,,19,,35,,22,,37,
,,110500 - Spanish                                 ,218,,217,37,173,,194,63,239,,198,52,194,,216,50,202,
,,110800 - Japanese                                ,50,,21,,48,,28,,55,,23,,51,,28,,35,
,,120800 - Medical Assisting                       ,152,,150,,116,,126,,108,,124,,101,,99,,111,
,,120810 - Clinical Medical Assisting              ,68,,33,,62,,19,,59,,22,,52,,15,,62,
,,120820 - Administrative Medical Assisting        ,138,,64,,130,,63,,107,,48,,88,,46,,105,
,,123000 - Nursing                                 ,,,79,,,,62,,,,44,,,,38,,,
,,123010 - Registered Nursing                      ,626,,403,,571,,347,,524,,422,,536,,384,,495,
,,124010 - Dental Assistant                        ,113,,147,20,91,,102,13,101,,141,20,84,,96,26,112,
,,125000 - Emergency Medical Services              ,44,,50,23,35,,75,1,84,,69,,70,,89,27,105,
,,"126000 - Health Professions, Transfer Core Curric",,,,22,,,,23,,,,22,,,,26,,
,,127000 - Kinesiology                             ,313,,472,89,238,,437,129,423,,535,171,471,,487,158,558,
,,130500 - Child Development/Early Care and Educati,147,,184,16,123,,136,39,210,,150,41,176,,185,75,188,
,,130520 - Children with Special Needs             ,,,9,,,,20,,,,18,,,,15,,,
,,130580 - Child Development Administration and Man,8,,,,11,,11,,,,4,,,,12,,,
,,130590 - Infants and Toddlers                    ,20,,,,8,,,,12,,54,,10,,24,,19,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",55,,44,,23,,20,,27,,23,,77,,21,,41,
,,130700 - Hospitality                             ,15,,15,,10,,12,,15,,13,3,17,,16,23,31,
,,130720 - Lodging Management                      ,13,,,,8,,,,6,,,,7,,,,,
,,"140100 - Law, General                            ",,,13,,,,10,,,,20,,,,21,,,
,,150100 - English                                 ,697,,683,72,770,,740,118,749,,708,111,852,,734,132,807,
,,150400 - Classics                                ,,,,,,,6,,,,,,,,11,,,
,,150600 - Speech Communication                    ,,,,,192,,220,28,226,,190,27,270,,269,29,292,
,,150700 - Creative Writing                        ,21,,20,,26,,22,,24,,24,12,20,,27,17,19,
,,150900 - Philosophy                              ,155,,155,50,173,,183,84,164,,194,82,117,,173,85,168,
,,151000 - Religious Studies                       ,,,30,,29,,35,,26,,33,,25,,29,,29,
,,159900 - Other Humanities                        ,137,,85,,18,,87,,128,,105,,124,,122,,123,
,,"170100 - Mathematics, General                    ","1,017",,885,116,982,,855,152,931,,948,163,"1,027",,959,202,968,
,,"190200 - Physics, General                        ",81,,65,,82,,72,,114,,91,,131,,123,1,141,
,,"190500 - Chemistry, General                      ",237,,186,32,218,,218,37,240,,266,57,253,,301,64,281,
,,191100 - Astronomy                               ,83,,110,36,94,,102,34,112,,95,,81,,72,,71,
,,191400 - Geology                                 ,86,,71,,89,,104,,60,,89,,93,,99,,95,
,,191900 - Oceangraphy                             ,21,,14,,18,,23,,26,,15,,19,,,,24,
,,193000 - Earth Science                           ,31,,22,,15,,,,24,,25,,14,,,,,
,,"200100 - Psychology, General                     ",504,,499,123,423,,471,185,434,,491,143,474,,475,169,462,
,,200300 - Behavioral Science                      ,147,,121,,144,,153,,132,,125,,122,,116,,133,
,,210500 - Administration of Justice               ,64,,51,,71,,47,,59,,45,,59,,44,,84,
,,"210540 - Forensics, Evidence, and Investigation  ",,,9,,,,25,,,,33,,,,14,,,
,,213300 - Fire Technology                         ,,,,,,,16,,,,21,,,,29,,27,
,,220200 - Anthropology                            ,340,,315,77,321,,343,65,363,,347,61,370,,321,55,375,
,,220220 - Archaeology                             ,,,13,,,,24,,,,23,,,,17,,,
,,220300 - Ethnic Studies                          ,118,,155,57,174,,250,64,256,,303,114,322,,278,98,336,
,,220400 - Economics                               ,164,,164,35,190,,168,32,154,,162,38,218,,235,81,184,
,,220500 - History                                 ,178,,181,29,201,,190,32,160,,174,32,166,,161,26,206,
,,220600 - Geography                               ,73,,91,,59,,117,,97,,91,,47,,107,,98,
,,220700 - Political Science                       ,81,,100,32,118,,93,36,117,,97,35,88,,124,33,100,
,,220800 - Sociology                               ,210,,160,57,194,,187,62,234,,193,88,194,,197,68,216,
,,221000 - International Studies                   ,29,,29,,29,,51,,36,,29,,38,,29,,55,
,,493010 - Career Guidance and Orientation         ,40,,34,,16,,67,20,40,,46,87,20,,71,81,28,
,,493012 - Job Seeking/Changing Skills             ,112,,76,,98,,71,,93,,82,,106,,50,,93,
,,493013 - Academic Guidance                       ,196,,92,,106,,89,12,130,,60,34,95,,40,29,145,
,,493084 - English as a Second Language - Writing  ,,,,,,,32,,38,,22,,15,,22,,7,
,,493200 - General Work Experience                 ,21,,58,5,66,,107,12,105,,136,42,179,,151,43,154,
,,499900 - Other Interdisciplinary Studies         ,23,,,,,,,,,,,,,,,,,
,Credit - Not Degree Applicable                     Total,,180,,183,135,573,,205,35,199,,115,32,137,,117,54,167,
,,050600 - Business Management                     ,,,,23,,,,,,,,,,,,,,
,,050640 - Small Business and Entrepreneurship     ,,,,3,,,,,,,,,,,,,,
,,061410 - Multimedia                              ,,,,,,,,,2,,,,,,,,,
,,061420 - Electronic Game Design                  ,,,,23,,,,,,,,,,,,,,
,,070200 - Computer Information Systems            ,,,,,20,,,,,,,,,,,,,
,,094900 - Automotive Collision Repair             ,,,,16,,,23,20,,,,30,,,,35,,
,,100400 - Music                                   ,,,,,,,,,,,,,1,,,,,
,,100800 - Dance                                   ,,,,28,34,,,,1,,,,,,,,15,
,,123010 - Registered Nursing                      ,43,,,,,,,,,,,,,,,,44,
,,127000 - Kinesiology                             ,,,,,34,,,,,,,,22,,24,13,19,
,,130500 - Child Development/Early Care and Educati,,,,,11,,,,,,,,,,,,,
,,150100 - English                                 ,85,,69,,108,,77,,112,,35,,54,,45,,40,
,,159900 - Other Humanities                        ,,,,,112,,,,,,,,,,,,,
,,"200100 - Psychology, General                     ",,,,,37,,38,,10,,20,,,,,,,
