,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
Oxnard Total,,,"14,943",,"13,478","5,235","15,318",,"14,743","6,066","16,863",,"15,817","6,360","17,189",,"17,015","6,470","17,962",
,Credit - Degree Applicable                         Total,,"14,607",,"13,184","5,176","14,744",,"14,275","6,004","16,302",,"15,393","6,290","16,713",,"16,599","6,394","17,543",
,,030100 - Environmental Science                   ,59,,,,,,47,,61,,39,,43,,63,,47,
,,"040100 - Biology, General                        ",634,,581,176,810,,772,168,810,,596,185,743,,574,179,729,
,,040300 - MicroBiology                            ,146,,97,19,82,,61,25,82,,100,,95,,99,,92,
,,041000 - Anatomy and Physiology                  ,207,,152,74,143,,139,31,140,,168,23,186,,200,27,230,
,,"050100 - Business and Commerce, General          ",,,22,,,,22,,,,22,,,,34,,,
,,050200 - Accounting                              ,104,,59,61,123,,118,139,310,,271,88,249,,340,130,318,
,,050400 - Banking and Finance                     ,,,13,,,,19,,,,22,,,,20,,,
,,050500 - Business Administration                 ,61,,92,31,65,,112,46,99,,134,47,83,,131,51,100,
,,050600 - Business Management                     ,182,,148,48,227,,220,70,276,,208,120,277,,241,93,294,
,,050640 - Small Business and Entrepreneurship     ,50,,,20,45,,16,23,63,,27,30,68,,15,21,28,
,,050800 - International Business and Trade        ,,,,,,,,,,,,,,,,,31,
,,051000 - Logistics and Materials Transportation  ,,,,,,,,,,,,,19,,83,,57,
,,060400 - Radio and Television                    ,13,,,,17,,,,24,,,,19,,,,27,
,,060420 - Television (including combined TV/Film/V,105,,86,,116,,95,,108,,93,,90,,81,,104,
,,060430 - Broadcast Journalism                    ,,,,,,,17,,,,14,,,,,,,
,,061210 - Film History and Criticism              ,51,,51,26,57,,28,25,68,,35,26,74,,44,28,75,
,,061400 - Digital Media                           ,,,19,,13,,13,,,,10,,16,,10,,,
,,"070100 - Information Technology, General         ",45,,38,24,44,,49,45,36,,61,30,55,,50,31,44,
,,070210 - Software Applications                   ,73,,74,39,46,,40,,52,,54,,69,,55,,61,
,,070810 - Computer Networking                     ,317,,274,64,319,,315,81,403,,364,101,422,,386,93,374,
,,"080100 - Education, General                      ",116,,69,,112,,80,20,94,,84,,79,,73,,95,
,,083500 - Physical Education                      ,170,,338,164,293,,367,127,275,,354,133,260,,409,165,295,
,,083550 - Intercollegiate Athletics               ,159,,148,104,171,,177,101,184,,190,114,183,,174,117,183,
,,083700 - Health Education                        ,539,,474,242,554,,475,272,644,,538,305,644,,573,299,516,
,,085000 - Sign Language                           ,189,,158,142,159,,217,128,251,,270,63,275,,250,83,229,
,,085010 - Sign Language Interpreting              ,18,,,,23,,,,19,,,,17,,,,24,
,,089900 - Other Education                         ,15,,15,5,14,,29,5,39,,19,9,,,,,,
,,"090100 - Engineering, General (requires Calculus)",41,,47,,49,,59,,66,,67,,66,,86,,92,
,,"092400 - Engineering Technology, General (require",41,,14,,64,,26,,69,,53,,66,,74,1,71,
,,094600 - Environmental Control Technology        ,25,,50,,82,,105,,127,,154,25,156,,149,,207,
,,094800 - Automotive Technology                   ,164,,175,26,202,,195,15,183,,237,33,230,,263,23,209,
,,094900 - Automotive Collision Repair             ,55,,64,,82,,63,,79,,91,,104,,75,18,94,
,,"100100 - Fine Arts, General                      ",471,,492,263,415,,382,287,425,,367,325,423,,420,336,441,
,,100200 - Art                                     ,38,,31,,46,,47,,47,,49,14,47,,45,19,46,
,,100210 - Painting and Drawing                    ,57,,66,,70,,88,,69,,107,1,65,,81,17,55,
,,100220 - Sculpture                               ,,,12,,,,18,,,,18,,14,,,,16,
,,100400 - Music                                   ,290,,237,118,258,,203,143,258,,305,115,277,,248,99,256,
,,100500 - Commercial Music                        ,,,,,,,,,,,,,,,,,17,
,,100700 - Dramatic Arts                           ,13,,,,31,,,,45,,33,38,33,,24,40,83,
,,100800 - Dance                                   ,9,,,,30,,27,,58,,37,,66,,65,,80,
,,101100 - Photography                             ,,,1,,,,11,,,,2,,9,,8,,,
,,101200 - Applied Photography                     ,,,13,,,,8,,,,16,,,,7,,14,
,,103000 - Graphic Art and Design                  ,29,,,,18,,,,26,,16,,33,,38,,45,
,,110500 - Spanish                                 ,160,,148,26,305,,250,173,280,,300,185,378,,410,211,365,
,,111710 - Filipino (Tagalog)                      ,,,,,,,,,37,,43,,35,,33,,36,
,,"120100 - Health Occupations, General             ",,,,,,,,,,,,,,,,,46,
,,124010 - Dental Assistant                        ,120,,114,,138,,138,,142,,138,,144,,126,,144,
,,124020 - Dental Hygienist                        ,246,,268,58,276,,257,59,279,,242,37,265,,257,53,289,
,,125000 - Emergency Medical Services              ,122,,100,44,114,,119,58,126,,126,33,132,,135,31,144,
,,127000 - Kinesiology                             ,,,,,,,,,,,,,,,,,67,
,,130500 - Child Development/Early Care and Educati,168,,138,54,169,,247,31,281,,245,80,251,,306,151,385,
,,130520 - Children with Special Needs             ,19,,,,17,,,,,,,,,,,,,
,,130540 - Preshool Age Children                   ,44,,15,,44,,24,,53,,30,,53,,25,,26,
,,130580 - Child Development Administration and Man,,,,,,,,,,,,,1,,17,,,
,,130590 - Infants and Toddlers                    ,46,,36,34,33,,37,37,45,,19,43,51,,49,51,29,
,,"130600 - Nutrition, Foods, and Culinary Arts     ",38,,19,,41,,16,,29,,24,,38,,27,,49,
,,130630 - Culinary Arts                           ,134,,112,45,124,,137,44,170,,183,83,175,,208,113,205,
,,130700 - Hospitality                             ,,,,,,,,,6,,,,,,7,,12,
