,,,Fall 2021,Winter 2022,Spring 2022,Summer 2022,Fall 2022,Winter 2023,Spring 2023,Summer 2023,Fall 2023,Winter 2024,Spring 2024,Summer 2024,Fall 2024,Winter 2025,Spring 2025,Summer 2025,Fall 2025,Winter 2026
,,140200 - Paralegal                               ,172,,148,38,148,,126,15,152,,185,22,168,,205,17,203,
,,150100 - English                                 ,"1,415",,"1,121",328,"1,418",,"1,245",343,"1,522",,"1,393",455,"1,591",,"1,477",458,"1,634",
,,150300 - Comparative Literature                  ,,,,,,,,,,,10,,,,,,,
,,150600 - Speech Communication                    ,384,,329,327,465,,404,271,415,,412,262,474,,507,381,582,
,,150700 - Creative Writing                        ,23,,30,19,,,32,,,,28,,22,,,,19,
,,150900 - Philosophy                              ,316,,291,106,218,,272,139,321,,319,152,305,,347,178,361,
,,152000 - Reading                                 ,43,,35,,39,,48,,62,,29,,68,,36,,43,
,,"170100 - Mathematics, General                    ","1,338",,"1,105",342,"1,340",,"1,211",388,"1,370",,"1,238",319,"1,512",,"1,271",293,"1,389",
,,"190100 - Physical Sciences, General              ",31,,22,,21,,29,,15,,18,,37,,28,,22,
,,"190200 - Physics, General                        ",197,,182,144,192,,194,173,174,,195,179,200,,228,174,243,
,,"190500 - Chemistry, General                      ",287,,265,70,300,,292,69,328,,339,94,376,,384,76,358,
,,191100 - Astronomy                               ,53,,23,,38,,24,,60,,47,,56,,52,,45,
,,191400 - Geology                                 ,159,,184,55,162,,94,52,120,,127,54,120,,131,46,103,
,,193000 - Earth Science                           ,267,,226,,146,,145,,146,,119,,112,,142,,86,
,,"200100 - Psychology, General                     ",378,,434,213,501,,495,269,554,,586,269,542,,511,231,536,
,,210400 - Human Services                          ,,,49,,,,44,24,11,,49,16,28,,45,11,27,
,,210440 - Alcohol and Controlled Substances       ,327,,281,94,324,,326,163,339,,276,86,308,,367,16,359,
,,213300 - Fire Technology                         ,640,,577,114,498,,516,74,510,,517,78,479,,566,54,538,
,,213350 - Fire Academy                            ,50,,28,,52,,68,,54,,72,,64,,66,,50,
,,"220100 - Social Sciences, General                ",22,,,,11,,13,,,,14,,,,12,,,
,,220200 - Anthropology                            ,737,,587,256,751,,677,392,754,,656,396,739,,765,375,756,
,,220220 - Archaeology                             ,,,29,,,,28,,,,,,,,,,,
,,220300 - Ethnic Studies                          ,152,,196,53,66,,169,36,243,,190,138,291,,258,108,268,
,,220400 - Economics                               ,140,,146,75,147,,156,104,176,,147,105,181,,190,152,223,
,,220500 - History                                 ,674,,700,468,749,,684,674,725,,797,674,670,,698,560,721,
,,220600 - Geography                               ,239,,321,114,170,,363,116,305,,271,113,305,,274,126,305,
,,220700 - Political Science                       ,257,,295,209,272,,247,227,313,,238,156,323,,270,218,314,
,,220800 - Sociology                               ,456,,317,117,371,,269,138,365,,248,193,372,,317,198,451,
,,221000 - International Studies                   ,,,11,,,,,,,,,,,,,,,
,,493010 - Career Guidance and Orientation         ,134,,100,43,139,,89,91,150,,135,128,77,,169,140,157,
,,493013 - Academic Guidance                       ,29,,21,14,43,,26,21,50,,26,28,46,,16,14,47,
,,493014 - Study Skills                            ,72,,30,70,60,,44,72,89,,82,87,93,,63,57,104,
,,493084 - English as a Second Language - Writing  ,21,,18,,25,,26,,24,,43,,45,,46,,60,
,,493087 - English as a Second Language - Integrate,11,,9,,20,,17,,16,,10,,15,,9,,17,
,,493200 - General Work Experience                 ,,,14,,17,,17,,1,,2,,16,,61,31,46,
,Credit - Not Degree Applicable                     Total,,336,,294,59,574,,468,62,561,,424,70,476,,416,76,419,
,,094840 - Alternative Fuels and Advanced Transport,14,,,,,,,,,,,,,,,,,
,,125000 - Emergency Medical Services              ,12,,17,12,14,,21,,15,,16,10,,,20,,22,
,,150100 - English                                 ,33,,34,,37,,46,22,48,,44,13,36,,37,31,36,
,,152000 - Reading                                 ,16,,10,12,25,,21,27,22,,17,,24,,13,,38,
,,"170100 - Mathematics, General                    ",131,,86,,334,,214,,285,,197,,221,,186,,179,
,,170200 - Mathematics Skills                      ,55,,34,,,,,,,,,,,,,,,
,,493010 - Career Guidance and Orientation         ,,,52,18,,,,,,,,,,,,,,
,,"493030 - Learning Skills, Handicapped            ",27,,15,,23,,12,,29,,19,8,36,,16,,16,
,,"493032 - Learning Skills, Learning Disabled      ",22,,36,17,92,,108,13,104,,106,39,102,,119,45,69,
,,493087 - English as a Second Language - Integrate,26,,10,,49,,46,,58,,25,,57,,25,,59,
