TOP Code - TOP Title,TOP CTE Flag,CIP Code - CIP Title,CIP CTE Flag,"Count of Colleges "
0947.20 - Heavy Equipment Maintenance,CTE,47.0302 - Heavy Equipment Maintenance Technology/Technician,CTE,3
0947.30 - Heavy Equipment Operation,CTE,"01.0201 - Agricultural Mechanization, General",CTE,0
0947.30 - Heavy Equipment Operation,CTE,01.0204 - Agricultural Power Machinery Operation,CTE,0
0947.30 - Heavy Equipment Operation,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0947.30 - Heavy Equipment Operation,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0947.30 - Heavy Equipment Operation,CTE,49.0202 - Construction/Heavy Equipment/Earthmoving Equipment Operation,CTE,3
0947.40 - Railroad and Light Rail Operations,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0947.40 - Railroad and Light Rail Operations,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0947.40 - Railroad and Light Rail Operations,CTE,49.0208 - Railroad and Railway Transportation,CTE,2
0947.40 - Railroad and Light Rail Operations,CTE,"49.0299 - Ground Transportation, Other",Both,1
0947.50 - Truck and Bus Driving,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0947.50 - Truck and Bus Driving,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0947.50 - Truck and Bus Driving,CTE,49.0205 - Truck and Bus Driver/Commercial Vehicle Operator and Instructor,CTE,12
0948.00 - Automotive Technology,CTE,15.0803 - Automotive Engineering Technology/Technician,CTE,1
0948.00 - Automotive Technology,CTE,15.0807 - Motorsports Engineering Technology/Technician,CTE,2
0948.00 - Automotive Technology,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0948.00 - Automotive Technology,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0948.00 - Automotive Technology,CTE,47.0604 - Automobile/Automotive Mechanics Technology/Technician,CTE,66
0948.00 - Automotive Technology,CTE,47.0612 - Vehicle Emissions Inspection and Maintenance Technology/Technician,CTE,1
0948.00 - Automotive Technology,CTE,47.0617 - High Performance and Custom Engine Technician/Mechanic,CTE,1
"0948.30 - Motorcycle, Outboard and Small Engine Repair",CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
"0948.30 - Motorcycle, Outboard and Small Engine Repair",CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
"0948.30 - Motorcycle, Outboard and Small Engine Repair",CTE,47.0606 - Small Engine Mechanics and Repair Technology/Technician,CTE,3
"0948.30 - Motorcycle, Outboard and Small Engine Repair",CTE,47.0611 - Motorcycle Maintenance and Repair Technology/Technician,CTE,0
"0948.30 - Motorcycle, Outboard and Small Engine Repair",CTE,47.0616 - Marine Maintenance/Fitter and Ship Repair Technology/Technician,CTE,0
0948.40 - Alternative Fuels and Advanced Transportation Technology,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0948.40 - Alternative Fuels and Advanced Transportation Technology,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0948.40 - Alternative Fuels and Advanced Transportation Technology,CTE,47.0604 - Automobile/Automotive Mechanics Technology/Technician,CTE,1
0948.40 - Alternative Fuels and Advanced Transportation Technology,CTE,47.0614 - Alternative Fuel Vehicle Technology/Technician,CTE,21
0948.50 - Recreational Vehicle Service,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0948.50 - Recreational Vehicle Service,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0948.50 - Recreational Vehicle Service,CTE,47.0618 - Recreation Vehicle (RV) Service Technician,CTE,0
0949.00 - Automotive Collision Repair,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0949.00 - Automotive Collision Repair,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0949.00 - Automotive Collision Repair,CTE,47.0603 - Autobody/Collision and Repair Technology/Technician,CTE,16
0949.10 - Upholstery Repair - Automotive,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0949.10 - Upholstery Repair - Automotive,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0949.10 - Upholstery Repair - Automotive,CTE,48.0303 - Upholstery/Upholsterer,CTE,2
0950.00 - Aeronautical and Aviation Technology,CTE,"14.0299 - Aerospace, Aeronautical, and Astronautical/Space Engineering, Other",Both,1
0950.00 - Aeronautical and Aviation Technology,CTE,15.0801 - Aeronautical/Aerospace Engineering Technology/Technician,CTE,3
0950.00 - Aeronautical and Aviation Technology,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0950.00 - Aeronautical and Aviation Technology,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0950.00 - Aeronautical and Aviation Technology,CTE,47.0607 - Airframe Mechanics and Aircraft Maintenance Technology/Technician,CTE,13
0950.10 - Aviation Airframe Mechanics,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0950.10 - Aviation Airframe Mechanics,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0950.10 - Aviation Airframe Mechanics,CTE,47.0607 - Airframe Mechanics and Aircraft Maintenance Technology/Technician,CTE,12
0950.20 - Aviation Powerplant Mechanics,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0950.20 - Aviation Powerplant Mechanics,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0950.20 - Aviation Powerplant Mechanics,CTE,47.0607 - Airframe Mechanics and Aircraft Maintenance Technology/Technician,CTE,1
0950.20 - Aviation Powerplant Mechanics,CTE,47.0608 - Aircraft Powerplant Technology/Technician,CTE,11
0950.40 - Aircraft Electronics (Avionics),CTE,15.0801 - Aeronautical/Aerospace Engineering Technology/Technician,CTE,0
0950.40 - Aircraft Electronics (Avionics),CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0950.40 - Aircraft Electronics (Avionics),CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0950.40 - Aircraft Electronics (Avionics),CTE,47.0609 - Avionics Maintenance Technology/Technician,CTE,3
0950.50 - Aircraft Fabrication,CTE,"15.0699 - Industrial Production Technologies/Technicians, Other",Both,1
0950.50 - Aircraft Fabrication,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0950.50 - Aircraft Fabrication,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0950.50 - Aircraft Fabrication,CTE,47.0607 - Airframe Mechanics and Aircraft Maintenance Technology/Technician,CTE,1
0952.00 - Construction Crafts Technology,CTE,15.1703 - Solar Energy Technology/Technician,CTE,1
0952.00 - Construction Crafts Technology,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0952.00 - Construction Crafts Technology,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0952.00 - Construction Crafts Technology,CTE,46.0401 - Building/Property Maintenance,CTE,1
0952.00 - Construction Crafts Technology,CTE,46.0415 - Building Construction Technology/Technician,CTE,35
0952.00 - Construction Crafts Technology,CTE,48.0509 - Ironworking/Ironworker,CTE,0
0952.00 - Construction Crafts Technology,CTE,"52.2001 - Construction Management, General",CTE,1
0952.00 - Construction Crafts Technology,CTE,52.2002 - Construction Project Management,CTE,1
0952.10 - Carpentry,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0952.10 - Carpentry,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0952.10 - Carpentry,CTE,46.0201 - Carpentry/Carpenter,CTE,9
0952.20 - Electrical,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0952.20 - Electrical,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0952.20 - Electrical,CTE,46.0302 - Electrician,CTE,20
0952.20 - Electrical,CTE,46.0303 - Lineworker,CTE,0
0952.20 - Electrical,CTE,"47.0101 - Electrical/Electronics Equipment Installation and Repair Technology/Technician, General",CTE,1
"0952.30 - Plumbing, Pipefitting and Steamfitting",CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
"0952.30 - Plumbing, Pipefitting and Steamfitting",CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
"0952.30 - Plumbing, Pipefitting and Steamfitting",CTE,46.0502 - Pipefitting/Pipefitter and Sprinkler Fitter,CTE,5
"0952.30 - Plumbing, Pipefitting and Steamfitting",CTE,46.0503 - Plumbing Technology/Plumber,CTE,8
0952.40 - Glazing,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0952.40 - Glazing,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0952.40 - Glazing,CTE,46.0406 - Glazier,CTE,0
0952.50 - Mill and Cabinet Work,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0952.50 - Mill and Cabinet Work,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0952.50 - Mill and Cabinet Work,CTE,"48.0701 - Woodworking, General",CTE,0
0952.50 - Mill and Cabinet Work,CTE,48.0703 - Cabinetmaking and Millwork,CTE,7
"0952.60 - Masonry, Tile, Cement, Lath and Plaster",CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
"0952.60 - Masonry, Tile, Cement, Lath and Plaster",CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
"0952.60 - Masonry, Tile, Cement, Lath and Plaster",CTE,46.0101 - Mason/Masonry,CTE,2
"0952.60 - Masonry, Tile, Cement, Lath and Plaster",CTE,46.0402 - Concrete Finishing/Concrete Finisher,CTE,0
"0952.60 - Masonry, Tile, Cement, Lath and Plaster",CTE,"46.0413 - Carpet, Floor, and Tile Worker",CTE,0
"0952.70 - Painting, Decorating, and Flooring",CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
"0952.70 - Painting, Decorating, and Flooring",CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
"0952.70 - Painting, Decorating, and Flooring",CTE,46.0408 - Painting/Painter and Wall Coverer,CTE,1
"0952.70 - Painting, Decorating, and Flooring",CTE,"46.0413 - Carpet, Floor, and Tile Worker",CTE,1
0952.80 - Drywall and Insulation,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0952.80 - Drywall and Insulation,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0952.80 - Drywall and Insulation,CTE,46.0404 - Drywall Installation/Drywaller,CTE,4
0952.90 - Roofing,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0952.90 - Roofing,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0952.90 - Roofing,CTE,46.0410 - Roofer,CTE,1
0953.00 - Drafting Technology,CTE,"15.1301 - Drafting and Design Technology/Technician, General",CTE,36
0953.00 - Drafting Technology,CTE,15.1302 - CAD/CADD Drafting and/or Design Technology/Technician,CTE,5
0953.00 - Drafting Technology,CTE,15.1306 - Mechanical Drafting and Mechanical Drafting CAD/CADD,CTE,1
0953.00 - Drafting Technology,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0953.00 - Drafting Technology,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0953.00 - Drafting Technology,CTE,50.0404 - Industrial and Product Design,CTE,1
0953.10 - Architectural Drafting,CTE,15.1303 - Architectural Drafting and Architectural CAD/CADD,CTE,15
0953.10 - Architectural Drafting,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0953.10 - Architectural Drafting,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0953.20 - Civil Drafting,CTE,15.1304 - Civil Drafting and Civil Engineering CAD/CADD,CTE,3
0953.20 - Civil Drafting,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0953.20 - Civil Drafting,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
"0953.30 - Electrical, Electronic and Electro-Mechanical Drafting",CTE,15.1305 - Electrical/Electronics Drafting and Electrical/Electronics CAD/CADD,CTE,3
"0953.30 - Electrical, Electronic and Electro-Mechanical Drafting",CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
"0953.30 - Electrical, Electronic and Electro-Mechanical Drafting",CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0953.40 - Mechanical Drafting,CTE,15.1306 - Mechanical Drafting and Mechanical Drafting CAD/CADD,CTE,17
0953.40 - Mechanical Drafting,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0953.40 - Mechanical Drafting,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0953.60 - Technical Illustration,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0953.60 - Technical Illustration,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0953.60 - Technical Illustration,CTE,50.0410 - Illustration,CTE,1
0954.00 - Chemical Technology,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0954.00 - Chemical Technology,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0954.00 - Chemical Technology,CTE,41.0301 - Chemical Technology/Technician,CTE,5
0954.00 - Chemical Technology,CTE,41.0303 - Chemical Process Technology,CTE,0
0954.20 - Plastics and Composites,CTE,15.0607 - Plastics and Polymer Engineering Technology/Technician,CTE,2
0954.20 - Plastics and Composites,CTE,15.0617 - Composite Materials Technology/Technician,CTE,0
0954.20 - Plastics and Composites,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0954.20 - Plastics and Composites,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0954.30 - Petroleum Technology,CTE,15.0903 - Petroleum Technology/Technician,CTE,0
0954.30 - Petroleum Technology,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0954.30 - Petroleum Technology,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0955.00 - Laboratory Science Technology,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0955.00 - Laboratory Science Technology,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0955.00 - Laboratory Science Technology,CTE,41.0101 - Biology/Biotechnology Technology/Technician,CTE,1
0955.00 - Laboratory Science Technology,CTE,41.0301 - Chemical Technology/Technician,CTE,6
0955.00 - Laboratory Science Technology,CTE,41.0303 - Chemical Process Technology,CTE,0
0956.00 - Manufacturing and Industrial Technology,CTE,15.0405 - Robotics Technology/Technician,CTE,4
0956.00 - Manufacturing and Industrial Technology,CTE,"15.0407 - Mechatronics, Robotics, and Automation Engineering Technology/Technician",CTE,1
0956.00 - Manufacturing and Industrial Technology,CTE,15.0611 - Metallurgical Technology/Technician,CTE,0
0956.00 - Manufacturing and Industrial Technology,CTE,15.0612 - Industrial Technology/Technician,CTE,5
0956.00 - Manufacturing and Industrial Technology,CTE,15.0613 - Manufacturing Engineering Technology/Technician,CTE,26
0956.00 - Manufacturing and Industrial Technology,CTE,15.0803 - Automotive Engineering Technology/Technician,CTE,0
0956.00 - Manufacturing and Industrial Technology,CTE,15.0805 - Mechanical/Mechanical Engineering Technology/Technician,CTE,2
0956.00 - Manufacturing and Industrial Technology,CTE,15.1307 - 3-D Modeling and Design Technology/Technician,CTE,2
0956.00 - Manufacturing and Industrial Technology,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0956.00 - Manufacturing and Industrial Technology,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0956.00 - Manufacturing and Industrial Technology,CTE,41.0303 - Chemical Process Technology,CTE,1
0956.00 - Manufacturing and Industrial Technology,CTE,47.0303 - Industrial Mechanics and Maintenance Technology/Technician,CTE,2
0956.00 - Manufacturing and Industrial Technology,CTE,48.0801 - Boilermaking/Boilermaker,CTE,0
0956.00 - Manufacturing and Industrial Technology,CTE,50.0404 - Industrial and Product Design,CTE,0
0956.30 - Machining and Machine Tools,CTE,15.0613 - Manufacturing Engineering Technology/Technician,CTE,1
0956.30 - Machining and Machine Tools,CTE,32.0107 - Career Exploration/Awareness Skills,Noncredit CIP,0
0956.30 - Machining and Machine Tools,CTE,32.0111 - Workforce Development and Training,Noncredit CIP,0
0956.30 - Machining and Machine Tools,CTE,48.0501 - Machine Tool Technology/Machinist,CTE,23
0956.30 - Machining and Machine Tools,CTE,48.0503 - Machine Shop Technology/Assistant,CTE,0
0956.30 - Machining and Machine Tools,CTE,48.0507 - Tool and Die Technology/Technician,CTE,0
0956.30 - Machining and Machine Tools,CTE,48.0510 - Computer Numerically Controlled (CNC) Machinist Technology/CNC Machinist,CTE,0
